Pays_indic,Country Name,Country Code,Indicator Name,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
BGR_Gross capital formation (% of GDP),Bulgaria,BGR,Gross capital formation (% of GDP),19.046144162966897,21.351071789279302,20.5290208799206,22.074172183333697,23.4333504039921,27.7396722508525,32.056335312598904,33.6272050901042,36.953304876627705,28.538221099266302,22.655159343682104,21.4673630307732,21.994664865858002,21.0825387393181,21.5752065856985,21.049053008320698,19.0060557807956,19.882424434028,21.256983121357997
"BGR_Unemployment, total (% of total labor force) (modeled ILO estimate)",Bulgaria,BGR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",16.2180004119873,19.9209995269775,18.1089992523193,13.7329998016357,12.036999702453599,10.083000183105499,8.95100021362305,6.877999782562259,5.60900020599365,6.81699991226196,10.2790002822876,11.2600002288818,12.270000457763699,12.940999984741199,11.423999786377001,9.14299964904785,7.574999809265139,6.16400003433228,5.21099996566772
BHR_Exports of goods and services (current US$),Bahrain,BHR,Exports of goods and services (current US$),7176063829.7872305,6607446808.510641,6956117021.276588,7980851063.829761,10336702127.659592,13396808510.638287,15662234042.553205,17314361702.127663,21231382978.72335,15704787234.042574,17880319148.936146,28609308510.638336,31409042553.19162,34102925531.91502,32069148936.170155,25805319148.936127,23918617021.276566,26881914893.61702,29959042553.191505
BHR_GDP (current US$),Bahrain,BHR,GDP (current US$),9062898936.17021,8976196808.510641,9593510638.29787,11074813829.7872,13150159574.4681,15968723404.2553,18504760638.2979,21730000000.0,25710904255.3191,22938218085.1064,25713271276.5957,28776595744.6809,30749308510.6383,32539468085.1064,33387712765.9574,31050638297.8723,32234973404.2553,35473776595.7447,37652500000.0
BHR_GDP per capita (current US$),Bahrain,BHR,GDP per capita (current US$),13636.3962320368,12868.269156127,13049.803220445801,14222.0367965749,15846.5441389804,17959.255440228502,19307.609663318002,20976.5435328438,23066.5337586893,19355.904672026398,20722.1372891347,22514.2379458146,23654.3513912828,24744.296958551,24989.4001204704,22634.118645445,22608.484275925,23742.9850166355,23991.05667694
BHR_Gross capital formation (% of GDP),Bahrain,BHR,Gross capital formation (% of GDP),16.5750590582953,15.709396897823698,23.347730624646502,23.735810361348,20.519935442899698,26.7352737398905,30.3879536462009,34.7132604204404,34.9481240884218,26.1446971919251,27.2864931284966,22.4029574861368,28.1463689721443,25.9405926027639,26.8445042051079,25.530790472666503,29.1539435742367,32.9434238956856,36.3578186297708
"BHR_Unemployment, total (% of total labor force) (modeled ILO estimate)",Bahrain,BHR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1.4659999608993501,1.47800004482269,1.2039999961853,1.22800004482269,1.29799997806549,0.998000025749207,0.8249999880790709,0.640999972820282,0.609000027179718,1.08000004291534,1.12999999523163,1.27400004863739,1.20000004768372,1.32299995422363,1.16999995708466,1.12999999523163,0.9190000295639041,0.7009999752044681,0.6499999761581421
BHS_Exports of goods and services (current US$),"Bahamas, The",BHS,Exports of goods and services (current US$),3072900000.000003,2834099999.999997,3212800000.0000043,3176399999.999997,3460500000.0,3812499999.9999995,3895000000.000003,4257100000.000005,4157100000.000003,3412900000.0,3528800000.000003,3769899999.999998,4087429999.999996,4189100000.000002,4311800000.000001,4440499999.999995,4364299999.999995,4538799999.999994,5131999999.999996
BHS_GDP (current US$),"Bahamas, The",BHS,GDP (current US$),8076470000.0,8317830000.0,8881160000.0,8870090000.0,9055290000.0,9836200000.0,10167250000.0,10618340000.0,10526000000.0,9981960000.0,10095760000.0,10070450000.0,10720500000.0,10568400000.0,11111600000.0,11710800000.0,11928500000.0,12490700000.0,13022100000.0
BHS_GDP per capita (current US$),"Bahamas, The",BHS,GDP per capita (current US$),27097.6108115725,27486.2367737544,28866.8010141065,28327.2708691945,28395.9246646221,30278.3669222647,30713.705280138198,31472.09897181,30627.2386311725,28552.1904783698,28443.4076553352,28006.379718391298,29485.6209294138,28783.5541223636,29980.0611386466,31295.0620781067,31562.6397411168,32718.638100801298,33767.5033710196
BHS_Gross capital formation (% of GDP),"Bahamas, The",BHS,Gross capital formation (% of GDP),30.1852170564615,26.8735956373237,24.2085493336456,24.273710864264103,23.190864124727103,27.336776397389198,33.5164375814502,30.5104187660218,29.4556336690101,28.053608710113,27.9860060064819,30.1833582411908,31.342101581083003,28.9778963703115,31.5481118830771,24.9035078730744,25.8791968814185,27.2602816495473,25.1011741577779
"BHS_Unemployment, total (% of total labor force) (modeled ILO estimate)","Bahamas, The",BHS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",6.96199989318848,6.869999885559079,9.05000019073486,10.8400001525879,10.1999998092651,10.1999998092651,7.53999996185303,7.880000114440921,8.18000030517578,14.25,14.836000442504899,14.520000457763699,14.020000457763699,16.1800003051758,13.8000001907349,12.0,12.6999998092651,9.80000019073486,10.0
BIH_Exports of goods and services (current US$),Bosnia and Herzegovina,BIH,Exports of goods and services (current US$),1579685633.5374484,1632283629.2093704,1619401636.1886442,2535225100.9809585,2946920634.9206324,3549945952.8199983,4505419793.470589,4276291112.6662,5131401288.196506,4405111158.462958,5100738132.32207,5973018693.581634,5572979240.57285,6133981399.769205,6307817799.484461,5761284944.7122135,6147510887.393263,7382217932.465146,8501630054.315044
BIH_GDP (current US$),Bosnia and Herzegovina,BIH,GDP (current US$),5505887894.48893,5748993411.42021,6651106833.49374,8369878822.85055,10596205714.2857,11222953519.4252,12864610993.5219,15778767669.6991,19112739664.4697,17613836209.9581,17176781336.7644,18644723860.9709,17226849297.07,18178503835.4491,18558343508.3435,16211541820.2438,16913330693.9653,18080118128.3854,20183510561.2553
BIH_GDP per capita (current US$),Bosnia and Herzegovina,BIH,GDP per capita (current US$),1467.77647716048,1530.81481604112,1769.1998279224103,2224.7458643849,2814.9998948741,2980.60210893151,3416.5105957581104,4193.3736517833,5090.93234464687,4714.7024950516,4635.51777931783,5092.5519432889505,4778.63608845506,5131.39450642932,5329.63504488766,4727.27771157479,4994.68314045091,5394.59122017677,6072.184622853039
BIH_Gross capital formation (% of GDP),Bosnia and Herzegovina,BIH,Gross capital formation (% of GDP),20.5516382924117,19.077430959013103,18.560205484407803,18.844801103067898,26.6183810389391,27.208247954897598,21.6359399846888,25.780434408428803,27.6983408263461,20.398007623035603,16.8502657978511,19.156924283703898,19.5234588644728,18.3699846527587,19.3683583765463,19.0277439750193,20.1099769064548,21.911171183466,21.604498159719
"BIH_Unemployment, total (% of total labor force) (modeled ILO estimate)",Bosnia and Herzegovina,BIH,"Unemployment, total (% of total labor force) (modeled ILO estimate)",25.655000686645497,26.6019992828369,27.7040004730225,28.7099990844727,29.5939998626709,30.44700050354,31.1100006103516,28.983999252319304,23.405000686645497,24.068000793457,27.3120002746582,27.5820007324219,28.010000228881804,27.4500007629395,27.5170001983643,27.6940002441406,25.408000946044897,20.5270004272461,18.3999996185303
BLR_Exports of goods and services (current US$),Belarus,BLR,Exports of goods and services (current US$),8815283224.171524,8246546762.589928,9285958123.95307,11615943442.223316,15711851851.851877,18063463324.04825,22195244755.24477,27593429636.533077,37027902621.72283,24865449337.62976,29396844578.717663,48458472361.80904,51744692335.37246,44058175675.67563,43301115023.47422,32749824186.86426,29831121833.534374,36551674170.6774,42295053003.53356
BLR_GDP (current US$),Belarus,BLR,GDP (current US$),12736856827.9847,12354820143.8849,14594249022.8922,17827791321.3067,23144351851.8519,30207567316.6202,36954312354.3124,45277399813.6067,60763483146.0674,50874078052.2735,57222490768.7143,61757788944.7236,65685102554.8759,75527984234.2342,78813839984.3506,56454734396.5842,47722657820.6675,54726595249.1849,60031262269.3365
BLR_GDP per capita (current US$),Belarus,BLR,GDP per capita (current US$),1276.2880340999998,1244.37318523431,1479.31458271677,1819.7660592617701,2378.62328600741,3125.8105350285305,3847.4341238215297,4735.657607939989,6377.36973201232,5351.355382432779,6029.3967998293,6519.230194988921,6940.15925359735,7978.872614710759,8318.51268992675,5949.106306997479,5022.62664330491,5761.747120230071,6330.0752464187
BLR_Gross capital formation (% of GDP),Belarus,BLR,Gross capital formation (% of GDP),25.398673060500602,23.7608599445648,22.176851593255897,24.954327659388298,28.6673014374357,28.4604661956657,32.1841371566982,34.0919031794272,37.6416510261128,36.864044455923796,40.6563662623236,37.217595078845896,35.0942730563184,38.7980262073973,34.8410329356421,29.0346959914608,26.4775827022928,28.0303589091824,28.0788785453202
"BLR_Unemployment, total (% of total labor force) (modeled ILO estimate)",Belarus,BLR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",12.001000404357901,11.255000114440902,10.6180000305176,9.927000045776369,9.18599987030029,8.46000003814697,7.68900012969971,6.98199987411499,6.39099979400635,6.099999904632571,6.125999927520749,6.09800004959106,6.07800006866455,6.0630002021789595,5.980999946594241,5.91400003433228,5.84000015258789,5.650000095367429,4.76000022888184
BLZ_Exports of goods and services (current US$),Belize,BLZ,Exports of goods and services (current US$),440767299.9999998,443480250.0000002,490171700.00000006,526733349.9999995,534853450.0000003,609026800.0000001,744269450.0000006,788432250.0000004,853628650.0000005,690190900.0000001,813293700.0000001,914738899.9999996,981551649.9999995,1032304099.9999996,1036213199.9999999,1013860999.9999994,933746650.0000004,1009694450.0000004,1079726299.9999993
BLZ_GDP (current US$),Belize,BLZ,GDP (current US$),832050000.0,868350000.0,925050000.0,983500000.0,1051350000.0,1102050000.0,1210150000.0,1271600000.0,1351350000.0,1317300000.0,1377200000.0,1460800000.0,1522900000.0,1579400000.0,1662800000.0,1723800000.0,1775100000.0,1836600000.0,1871200000.0
BLZ_GDP per capita (current US$),Belize,BLZ,GDP per capita (current US$),3364.33293572974,3404.4530174898,3525.6385825031102,3650.3665212953497,3802.2958076555897,3883.19238900634,4153.894737564749,4252.48725022991,4404.33083569354,4186.489965199979,4270.86434454699,4423.48979672175,4505.62130177515,4568.5029576385205,4705.60268956266,4775.955648278211,4818.40390879479,4887.5772083381,4884.7341615523
BLZ_Gross capital formation (% of GDP),Belize,BLZ,Gross capital formation (% of GDP),31.708022354425804,24.8897391604768,24.0256472623101,20.6364056939502,19.673462690826103,21.1503516174402,19.4244473825559,19.9006487889273,25.9200022200022,19.360164730888897,15.5149615161197,15.5013177710843,14.981820868080598,17.775620488793198,17.9617151792158,20.6052616312797,21.423593037012,18.6929979309594,18.9596034630184
"BLZ_Unemployment, total (% of total labor force) (modeled ILO estimate)",Belize,BLZ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",10.859999656677198,9.06999969482422,10.039999961853,10.3859996795654,10.6590003967285,10.9099998474121,9.39000034332275,8.51000022888184,8.18000030517578,8.45899963378906,8.47999954223633,8.425999641418459,8.38500022888184,8.34899997711182,8.24400043487549,7.57800006866455,7.0,6.59499979019165,6.51200008392334
BOL_Exports of goods and services (current US$),Bolivia,BOL,Exports of goods and services (current US$),1534697177.9736373,1626040049.039642,1710308647.140867,2069144688.7403412,2731911668.346772,3394519904.2908025,4783642093.963772,5483666700.631754,7487864968.293654,6194300427.35045,8093183282.343637,10565709257.341795,12774727339.0902,13518462722.987688,14285068717.779102,10186598887.135609,8311504860.39184,9341206390.698057,10470274257.462666
BOL_GDP (current US$),Bolivia,BOL,GDP (current US$),8397912509.09679,8141537937.61068,7905485216.17852,8082364868.39357,8773451738.911291,9549077869.10651,11451869164.7112,13120183156.7149,16674324634.2373,17339992165.2422,19649631314.0482,23963033430.5954,27084497482.8616,30659338880.3786,32996188012.6821,33000198248.3362,33941126200.0606,37508642165.3366,40287647930.4761
BOL_GDP per capita (current US$),Bolivia,BOL,GDP per capita (current US$),997.5824598868351,948.871206629035,904.2266272825341,907.537110090057,967.406991954858,1034.3112402368902,1218.87445946804,1372.6282248299,1715.20892185853,1754.2110609473498,1955.46154376367,2346.33715481293,2609.88081366788,2908.2000945876503,3081.87882321413,3035.97221350817,3076.6589498988596,3351.1240444427003,3548.59015508448
BOL_Gross capital formation (% of GDP),Bolivia,BOL,Gross capital formation (% of GDP),18.1434789209746,14.2684352894899,16.294672718899697,13.232073190732999,11.0217024466094,14.2536210585357,13.865330496498599,15.186654913928,17.5527403387635,16.9712613279851,17.0070184484413,19.8155524217918,17.6729920152076,19.0177268737142,21.0337970213997,20.2812768584297,21.057361848781298,22.22028633308,20.596352574205397
"BOL_Unemployment, total (% of total labor force) (modeled ILO estimate)",Bolivia,BOL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2.89299988746643,2.89000010490417,2.9349999427795397,2.9389998912811297,2.8959999084472696,2.8410000801086404,2.7290000915527304,2.63499999046326,2.6029999256134,2.86299991607666,2.5520000457763703,2.2190001010894798,2.04800009727478,2.3940000534057595,2.0069999694824197,3.0659999847412096,3.5250000953674303,3.67000007629395,3.5339999198913596
BRA_Exports of goods and services (current US$),Brazil,BRA,Exports of goods and services (current US$),66774569991.80116,69203919564.66289,72286060356.88673,84757339584.0102,110743537333.3335,135918581909.2996,159215718705.46698,186198863078.425,229512905442.25046,180894503551.06656,240006821282.40155,303021879483.50165,292804259894.52716,290362691897.40704,270452613684.65738,232489103970.66348,223864176667.71634,258329886570.15622,280742690897.1482
BRA_GDP (current US$),Brazil,BRA,GDP (current US$),655420645476.906,559372276081.9661,507962487700.024,558319920831.979,669316654017.094,891630177251.068,1107640289615.23,1397084349956.35,1695824565983.2,1667019783585.08,2208871646202.82,2616200980392.16,2465188674415.03,2472806919901.67,2455993625159.37,1802214373741.32,1795700168991.49,2062831045935.95,1885482534238.33
BRA_GDP per capita (current US$),Brazil,BRA,GDP per capita (current US$),3749.7532499616796,3156.79871788773,2829.28319217077,3070.91049061377,3637.4623892573295,4790.43708777366,5886.46358837728,7348.03079355548,8831.023116975659,8597.91535151624,11286.2430162457,13245.612499544799,12370.024200714899,12300.324882275801,12112.5882059697,8814.000986812609,8710.09668954121,9925.38623770041,9001.23424863499
BRA_Gross capital formation (% of GDP),Brazil,BRA,Gross capital formation (% of GDP),18.9031192683871,18.7418602950836,17.4490794834956,16.8566884007152,17.9125683422575,17.2048834771385,17.8164738964017,19.8193259705999,21.6193828366983,18.7961350502449,21.801321565156805,21.826276094334602,21.4172253653349,21.6937669402108,20.5484107588347,17.4116425416713,14.9695469753696,14.630386283879002,14.8293714110751
"BRA_Unemployment, total (% of total labor force) (modeled ILO estimate)",Brazil,BRA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",9.89500045776367,9.60999965667725,9.37100028991699,9.99100017547607,9.10499954223633,9.567999839782711,8.63899993896484,8.326999664306639,7.34299993515015,8.52200031280518,7.73600006103516,6.91699981689453,7.18599987030029,6.97599983215332,6.66099977493286,8.427000045776369,11.6000003814697,12.8219995498657,12.3339996337891
BRB_Exports of goods and services (current US$),Barbados,BRB,Exports of goods and services (current US$),1322799999.9999998,1251499999.9999993,1211100000.000001,1378750000.0000007,1435899999.9999998,1711700000.000002,2026229150.0000014,2273854149.999999,2327059750.000002,1946091199.999998,2104601250.000002,2071175100.000002,1964175799.9999998,1963432350.0000007,1893703899.999999,1954045849.9999988,2083292250.0000002,2100297549.9999998,2100093700.000001
BRB_GDP (current US$),Barbados,BRB,GDP (current US$),3059500000.0,3054500000.0,3106500000.0,3209500000.0,3444500000.0,3819500000.0,4217500000.0,4674000000.0,4785000000.0,4465500000.0,4530000000.0,4657500000.0,4610000000.0,4677000000.0,4696500000.0,4715000000.0,4830000000.0,4978000000.0,5086500000.0
BRB_GDP per capita (current US$),Barbados,BRB,GDP per capita (current US$),11268.254055945301,11209.1743119266,11361.433665539,11699.455762970701,12512.5325118786,13822.591677131499,15199.4579730933,16770.7212055974,17092.582140841398,15885.5797142695,16056.3709766031,16458.3532105715,16249.5593937258,16451.163575991202,16489.0722373387,16525.0732500596,16900.166552366,17391.4258663397,17745.1934649963
BRB_Gross capital formation (% of GDP),Barbados,BRB,Gross capital formation (% of GDP),18.1075339107697,15.6261253887707,17.4022211492033,18.2645271849198,19.2364639280012,18.918706636994397,21.2697095435685,18.9751647411211,18.296420062695898,16.953056768559,15.880078366445902,17.0560225442834,16.1805726681128,16.5235300406243,16.533479186628302,16.923301166489903,16.3946211180124,15.632294094013698,14.2929253907402
"BRB_Unemployment, total (% of total labor force) (modeled ILO estimate)",Barbados,BRB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",9.35000038146973,9.85000038146973,10.3199996948242,11.0,9.56999969482422,9.079999923706051,8.72999954223633,7.40999984741211,8.11999988555908,10.020000457763699,10.6899995803833,11.1899995803833,11.5900001525879,11.5500001907349,12.1700000762939,11.3500003814697,9.72000026702881,9.76099967956543,9.38500022888184
BRN_Exports of goods and services (current US$),Brunei Darussalam,BRN,Exports of goods and services (current US$),4042036716.9373546,3894175364.1792693,3922149447.1126986,4543527034.783606,5416090226.0087595,6688037370.824324,8227327081.628794,8310397452.06026,11269686706.181175,7811357074.109749,9239791712.504583,12876222275.22062,13364276568.501938,12311381074.168835,11657150749.802708,6751036439.013767,5652190834.720902,6012294735.317527,7045834309.43732
