Pays_indic,Country Name,Country Code,Indicator Name,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,Simple Indicator
AZE_Gross capital formation (% of GDP),Azerbaijan,AZE,Gross capital formation (% of GDP),23.7791733058393,29.001683378467398,34.2367729474717,33.3662733244202,26.494662393049197,20.6735762277188,20.676875611407898,34.5764948453608,53.1714825439026,57.990433987479804,41.534837292872794,29.8593848353266,21.525008374323395,18.6936308461975,18.9486398045026,18.0595784763923,20.267846856879498,22.316723202852604,25.657935443951697,27.5100357372221,27.913571165869797,25.6813382496045,24.378925698557502,20.1294761024821,FBCF
"AZE_Labor force, total",Azerbaijan,AZE,"Labor force, total",3258293.0,3305940.0,3348852.0,3389934.0,3439523.0,3498495.0,3567682.0,3637708.0,3711398.0,3794531.0,3888448.0,3978806.0,4076982.0,4218516.0,4358559.0,4454609.0,4543044.0,4627397.0,4702693.0,4791071.0,4875807.0,4969726.0,5033862.0,5091052.0,labor_force
"AZE_Population, total",Azerbaijan,AZE,"Population, total",7685000.0,7763000.0,7838250.0,7913000.0,7982750.0,8048600.0,8111200.0,8171950.0,8234100.0,8306500.0,8391850.0,8484550.0,8581300.0,8763400.0,8947243.0,9054332.0,9173082.0,9295784.0,9416801.0,9535079.0,9649341.0,9757812.0,9854033.0,9939771.0,pop
"AZE_Unemployment, total (% of total labor force) (modeled ILO estimate)",Azerbaijan,AZE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",7.199999809265139,8.10000038146973,9.10000038146973,10.0,10.8999996185303,11.8000001907349,10.8999996185303,10.0,9.25,8.0,7.300000190734861,6.619999885559079,6.53999996185303,6.050000190734861,5.7399997711181605,5.630000114440921,5.42000007629395,5.19000005722046,4.96999979019165,4.90999984741211,4.96000003814697,5.0,5.0,4.90000009536743,unemployment rate
BDI_Exports of goods and services (% of GDP),Burundi,BDI,Exports of goods and services (% of GDP),12.9263428540091,5.8203210186240995,9.835472578763131,7.999750124937531,7.57575757575758,6.318970594256601,5.17920216470328,4.68580418118256,6.38141402548028,6.95274828690709,6.2,7.3,6.80000013631119,10.500000261624098,6.6000002737839605,9.700001639313461,8.80000028373483,9.70000089131591,9.1,7.60341878217892,5.732968591085731,6.65258895007475,7.444702599858379,9.40103814120826,exports_rate
"BDI_Exports of goods and services, PPP (constant 2017 international $)",Burundi,BDI,"Exports of goods and services, PPP (constant 2017 international $)",733525137.695541,303860394.15307015,505314338.6788387,430523481.30302286,403587600.27640176,333749583.10661054,279174008.7535912,263809376.11426735,354875195.7059964,405336738.2085188,364705503.8196297,452658819.6832561,436210122.7349772,706306293.5957566,460891185.7402005,712080034.2369728,672061706.5393251,773736341.3895928,761619860.9221958,663350250.2391248,480658826.9065992,554414202.169279,623529657.4572494,800058496.564652,exports
"BDI_Exports of goods and services, PPP (constant 2017 international $) per capita",Burundi,BDI,"_Exports of goods and services, PPP (constant 2017 international $) per capita",122.51876889735735,50.141060807808664,82.53897559817231,69.60135252108424,64.39757698689252,52.32110558539443,42.78171535919087,39.35037731527905,51.363046142262334,56.83597684428071,49.51966565288389,59.49892271563961,55.48184299422239,86.91821658105653,54.883234933817405,82.07845798331607,75.02023312398714,83.68346805009836,79.83194858375839,67.38421750574213,47.30879996482286,52.86177611487712,57.59012425364988,71.59117987460039,exports_hab
"BDI_Exports of goods and services, PPP (constant 2017 international $) per labor unit",Burundi,BDI,"_Exports of goods and services, PPP (constant 2017 international $) per labor unit",281.8161391150243,116.60988053242674,193.86804252117167,164.9577824227903,153.49609906979182,125.40899658271256,102.09217337010914,93.48338907915662,121.48018173870057,133.8323625754101,116.10739017626909,139.1170197308611,129.30337945747706,201.93495985231309,127.20352393900752,189.970735052617,174.10803254467524,194.77118956375335,186.39545910853013,157.87854964541893,110.4894748798463,123.11604459628542,133.78231219278186,165.90556071972284,exports_labor_unit
"BDI_GDP per capita, PPP (constant 2017 international $)",Burundi,BDI,"GDP per capita, PPP (constant 2017 international $)",947.8223677113609,861.482736903432,839.196845267928,870.044081803464,850.0480162269811,828.000459963366,826.029067773258,839.7785266679269,804.8850291984711,817.4605853531351,798.704284723934,815.053735830679,815.90943944186,827.792518241446,831.564131168609,846.169526927269,852.502621649322,862.71608619147,877.274160261081,886.23577677556,825.205985575849,794.604574423363,773.5718583942551,761.524193384446,gdb_hab
"BDI_GDP, PPP (constant 2017 international $)",Burundi,BDI,"GDP, PPP (constant 2017 international $)",5674653271.84973,5220681010.2186,5137672182.32014,5381711610.7284,5327356323.6485,5281708122.04697,5390289853.06244,5629970137.7553,5561074619.02674,5829877934.33885,5882346835.80048,6200805749.0857,6414854617.51195,6726726438.06685,6983199494.262429,7341030040.14927,7637064600.799009,7976662580.3333,8369449021.12303,8724368198.60431,8384117569.630191,8333811187.34308,8375481076.5592,8510320717.21629,gdp
BDI_Gross capital formation (% of GDP),Burundi,BDI,Gross capital formation (% of GDP),6.363436388009,8.20980615735462,6.0968494749124895,6.77161419290355,5.884936319718929,2.78113770989619,4.46825856260011,3.94866019879363,7.868790037064019,10.3470971301176,18.2,18.512985724101103,15.1864583013854,13.408958689033101,18.9748730212835,17.160382431837498,16.3457475597031,16.3242740974684,14.6199291803279,14.199996224610802,12.177618579312698,9.190553676552721,8.80599839418581,11.1034382771399,FBCF
"BDI_Labor force, total",Burundi,BDI,"Labor force, total",2602850.0,2605786.0,2606486.0,2609901.0,2629302.0,2661289.0,2734529.0,2821992.0,2921260.0,3028690.0,3141105.0,3253799.0,3373540.0,3497692.0,3623258.0,3748367.0,3860027.0,3972540.0,4086043.0,4201649.0,4350268.0,4503184.0,4660778.0,4822373.0,labor_force
"BDI_Population, total",Burundi,BDI,"Population, total",5987043.0,6060111.0,6122130.0,6185562.0,6267124.0,6378871.0,6525545.0,6704113.0,6909154.0,7131693.0,7364862.0,7607849.0,7862214.0,8126102.0,8397668.0,8675602.0,8958406.0,9245988.0,9540289.0,9844297.0,10160030.0,10487998.0,10827024.0,11175378.0,pop
"BDI_Unemployment, total (% of total labor force) (modeled ILO estimate)",Burundi,BDI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1.86099994182587,1.8710000514984098,1.86099994182587,1.85699999332428,1.8919999599456798,1.87600004673004,1.8730000257492099,1.91199994087219,1.91499996185303,1.8780000209808303,1.8320000171661397,1.73800003528595,1.6590000391006499,1.63399994373322,1.76400005817413,1.7599999904632602,1.7150000333786002,1.67799997329712,1.64400005340576,1.57200002670288,1.55200004577637,1.52799999713898,1.48699998855591,1.44799995422363,unemployment rate
BEL_Exports of goods and services (% of GDP),Belgium,BEL,Exports of goods and services (% of GDP),60.114371718060504,61.1923909558718,64.7865810804479,64.1743450154283,64.56305951608621,72.5473951580567,71.6119589202939,70.8312976956765,69.0365085088844,70.906277447218,74.28282892139529,76.8049970552189,78.3018047028263,80.8806199752035,68.83400370822761,75.85006447924641,80.69736291246221,80.4044905064987,79.3243484015476,79.80100907362299,77.80528215167979,79.42961547395359,83.19343914968191,82.9866856175044,exports_rate
"BEL_Exports of goods and services, PPP (constant 2017 international $)",Belgium,BEL,"Exports of goods and services, PPP (constant 2017 international $)",231060757461.4184,238312434444.33032,261881704536.23926,264495977046.2026,275525244493.6033,321105482929.613,320450512171.2352,322367288451.33307,317460175982.30756,337702398868.65533,361997689780.9196,383841968259.6841,405710900755.4104,420945662374.303,351009393942.21735,397865523110.2687,430464379978.7003,432072627635.59814,428225831031.808,437599349311.4485,435365515246.2712,450084444841.3304,478992701315.47266,486461493757.34875,exports
"BEL_Exports of goods and services, PPP (constant 2017 international $) per capita",Belgium,BEL,"_Exports of goods and services, PPP (constant 2017 international $) per capita",22794.22566539106,23463.714854073285,25721.97256192531,25923.333299964346,26942.495168015634,31323.544243834946,31152.319205647287,31198.48989902849,30595.23003245116,32405.52339621438,34546.323220031765,36390.168434467036,38182.03984259017,39304.08250088987,32511.42699228512,36516.2115291705,38997.4709772026,38901.16799450993,38373.529259378025,39039.80052126138,38616.103112476594,39720.03203493175,42108.66357332994,42571.033072684244,exports_hab
"BEL_Exports of goods and services, PPP (constant 2017 international $) per labor unit",Belgium,BEL,"_Exports of goods and services, PPP (constant 2017 international $) per labor unit",55081.1142104371,56775.10736661591,62082.32956006636,62159.828874843595,63092.56800861078,72793.57353886863,74392.37514108533,74100.40438729322,72451.785215085,75631.35583161435,78421.44207140505,82816.65996230379,85905.22998996785,88318.07304413221,73305.945755515,81406.32624530219,88443.8915201281,88136.42931944782,86382.59716181256,87810.99844653935,87057.2586281839,89917.88937206742,95087.1929724675,95576.65948308459,exports_labor_unit
"BEL_GDP per capita, PPP (constant 2017 international $)",Belgium,BEL,"GDP per capita, PPP (constant 2017 international $)",37918.096811020696,38344.1707172284,39702.623804126,40395.166158271,41730.5117972341,43176.6628913297,43501.5599005198,44046.192733996504,44317.46432905691,45701.910413132005,46506.4722515995,47379.9490003291,48762.6562216541,48595.179553445305,47231.6373315927,48142.6242414888,48325.58285641349,48381.835080922196,48375.473650445194,48921.4371778732,49631.7242795872,50006.5772670858,50615.365831394294,51298.630323542806,gdb_hab
"BEL_GDP, PPP (constant 2017 international $)",Belgium,BEL,"GDP, PPP (constant 2017 international $)",384368580853.02,389447823040.91797,404222140092.639,412152203474.16797,426753698722.959,442614765464.743,447481841025.89,455119839588.948,459843904101.05,476265869576.975,487323510745.63794,499761712097.614,518137356214.43,520453060947.551,509936041829.079,524542102688.825,533430541522.966,537373752279.017,539841599283.094,548363177848.7,559557787346.025,566645629788.956,575757783559.912,586192218833.161,gdp
BEL_Gross capital formation (% of GDP),Belgium,BEL,Gross capital formation (% of GDP),21.790772063731605,21.6307467878374,22.300341586290102,22.3486590795955,22.6890118180362,23.782961302210303,22.6338254993949,20.7474019774138,20.9647077064668,22.6670601715452,23.681063200076398,23.9705491132595,24.6032741505197,25.9367703303917,22.1732845983869,23.1267766903187,24.5069391580875,23.689925828905896,22.4281969049074,23.136187718562102,23.6279503740568,24.2522122937008,24.4581970291091,25.527160671335697,FBCF
"BEL_Labor force, total",Belgium,BEL,"Labor force, total",4194918.0,4197481.0,4218297.0,4255095.0,4367000.0,4411179.0,4307572.0,4350412.0,4381675.0,4465111.0,4616055.0,4634840.0,4722773.0,4766246.0,4788280.0,4887403.0,4867090.0,4902316.0,4957316.0,4983423.0,5000910.0,5005505.0,5037405.0,5089752.0,labor_force
"BEL_Population, total",Belgium,BEL,"Population, total",10136811.0,10156637.0,10181245.0,10203008.0,10226419.0,10251250.0,10286570.0,10332785.0,10376133.0,10421137.0,10478617.0,10547958.0,10625700.0,10709973.0,10796493.0,10895586.0,11038264.0,11106932.0,11159407.0,11209057.0,11274196.0,11331422.0,11375158.0,11427054.0,pop
"BEL_Unemployment, total (% of total labor force) (modeled ILO estimate)",Belgium,BEL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",9.33899974822998,9.48299980163574,8.956000328063961,9.322999954223631,8.64900016784668,6.58599996566772,6.17700004577637,6.90899991989136,7.67999982833862,7.36299991607666,8.439999580383299,8.24600028991699,7.45800018310547,6.97599983215332,7.90799999237061,8.29199981689453,7.139999866485599,7.54199981689453,8.425000190734862,8.52299976348877,8.48200035095215,7.82999992370605,7.08599996566772,5.94799995422363,unemployment rate
BEN_Exports of goods and services (% of GDP),Benin,BEN,Exports of goods and services (% of GDP),27.3689425027528,26.498811554583398,27.176134594454897,27.0929395510065,23.0095307947819,20.605302548955397,19.8685788115524,19.726610778332,18.644297250083103,18.5135475659125,18.483639980467,18.057925712964,22.0428531154363,22.14072026628,19.927966839388198,23.072048067055,20.849651503121603,23.896736867013303,27.570565319312,31.430841123632497,24.7204512110389,27.606788071198203,27.205594781996897,27.296088785665603,exports_rate
"BEN_Exports of goods and services, PPP (constant 2017 international $)",Benin,BEN,"Exports of goods and services, PPP (constant 2017 international $)",3641688094.657933,3678379543.5999823,3988736216.5868244,4134036042.7567096,3698496251.4409614,3506056640.185264,3560998154.414051,3699710404.567621,3617135703.0428443,3750873316.717579,3808968820.051056,3867996861.4882326,5004215351.57325,5272556544.177317,4855679572.348111,5740619206.931566,5341408041.290884,6416576066.501883,7935430576.401521,9621652783.728897,7702019744.652088,8888555740.476685,9256176861.11313,9908937882.236591,exports
"BEN_Exports of goods and services, PPP (constant 2017 international $) per capita",Benin,BEN,"_Exports of goods and services, PPP (constant 2017 international $) per capita",616.6543609694347,603.5810988013444,634.9833565072466,638.9283967127636,554.9882746983855,510.64399384517367,503.198037062307,507.12962241211665,480.9665913011532,483.9834039721243,477.18133979574066,470.73692921892933,591.8791094676416,606.2555408031551,542.855012410479,624.0306101754029,564.5813360234656,659.5140823321476,793.1791470474867,935.3359158941973,728.2578196886756,817.5589554844248,828.2781111748054,862.7685214930395,exports_hab
"BEN_Exports of goods and services, PPP (constant 2017 international $) per labor unit",Benin,BEN,"_Exports of goods and services, PPP (constant 2017 international $) per labor unit",1553.6304801555698,1522.5610259628158,1602.7143944387976,1612.9430893391436,1400.9789822412283,1288.8999567991184,1271.7214690744217,1282.8012485641457,1212.3596732224512,1215.9876875767568,1195.2998567294946,1179.3108408841401,1483.1602614248661,1519.5668377950958,1360.8357171057662,1564.1980090865104,1416.224069592745,1650.5160914734633,1980.1107794779132,2328.1770852186387,1805.962838025594,2021.0647217507321,2040.7081891801608,2118.0651596588655,exports_labor_unit
"BEN_GDP per capita, PPP (constant 2017 international $)",Benin,BEN,"GDP per capita, PPP (constant 2017 international $)",2253.1172364712697,2277.76667477356,2336.5477319825,2358.28377171804,2411.99301127969,2478.21643303685,2532.63226240282,2570.78941796305,2579.69815032321,2614.21211817471,2581.64160468399,2606.81617978405,2685.12930866085,2738.1924956004,2724.08628931232,2704.7040139729397,2707.86941421509,2759.84995776779,2876.9056341833502,2975.85391436098,2945.9730062025396,2961.44177792771,3044.51388698516,3160.7770925265995,gdb_hab
"BEN_GDP, PPP (constant 2017 international $)",Benin,BEN,"GDP, PPP (constant 2017 international $)",13305914520.7808,13881300057.6388,14677349358.5828,15258720948.2152,16073757802.4829,17015312596.6258,17922762308.2107,18754921695.0711,19400761822.9039,20260154372.7025,20607244157.9487,21419940047.218998,22702212482.9606,23813843817.0295,24366156424.7022,24881272742.8767,25618692190.0885,26851264681.9124,28782255584.8831,30612139032.1129,31156469106.8938,32196993426.2291,34023063767.8921,36301676624.9684,gdp
