Pays_indic,Country Name,Country Code,Indicator Name,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,Simple Indicator
"KAZ_Population, total",Kazakhstan,KAZ,"Population, total",15815626.0,15577894.0,15333703.0,15071300.0,14928426.0,14883626.0,14858335.0,14858948.0,14909018.0,15012985.0,15147029.0,15308084.0,15484192.0,15674000.0,16092822.0,16321872.0,16557201.0,16792089.0,17035550.0,17288285.0,17542806.0,17794055.0,18037776.0,18276498.5,pop
"KAZ_Unemployment, total (% of total labor force) (modeled ILO estimate)",Kazakhstan,KAZ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",10.979999542236301,12.960000038147,13.0100002288818,13.130000114440902,13.460000038147,12.75,10.4300003051758,9.329999923706051,8.77999973297119,8.39999961853027,8.13000011444092,7.78999996185303,7.2600002288818395,6.630000114440921,6.550000190734861,5.76999998092651,5.389999866485599,5.28999996185303,5.199999809265139,5.05999994277954,4.92999982833862,4.96000003814697,4.90000009536743,4.824999809265139,unemployment rate
KEN_Exports of goods and services (% of GDP),Kenya,KEN,Exports of goods and services (% of GDP),32.5917012190029,25.2006019494243,22.686387351635,20.1692608275285,20.8327351985075,21.5875711417625,22.9315763643367,24.897972614700198,24.086815305421,26.610258575297298,28.509030214201196,22.984939644186102,21.9189912933699,22.6740575532267,20.032629252907398,20.6569832472743,21.625972444911604,22.227353570952502,19.925396567820602,18.296981382318698,16.5735082046997,14.327201861561802,13.2319639975409,13.1741395622945,exports_rate
"KEN_Exports of goods and services, PPP (constant 2017 international $)",Kenya,KEN,"Exports of goods and services, PPP (constant 2017 international $)",26857060282.831318,21627606158.24082,19562325088.33548,17964051318.710037,18982749107.409176,19788517605.397266,21815072716.063847,23815255778.99785,23714996540.429237,27536786727.266666,31244235840.126343,26820585786.68077,27328950130.245438,28336046073.59077,25862914008.2175,28910693839.120495,32115631839.26946,34514968941.49626,32759346027.61918,31693602701.855606,30349925734.04464,27778845212.87971,26888217164.902313,28462208501.16917,exports
"KEN_Exports of goods and services, PPP (constant 2017 international $) per capita",Kenya,KEN,"_Exports of goods and services, PPP (constant 2017 international $) per capita",967.1843127439768,756.4890336033673,665.0309989089648,593.8433561372642,610.4021812643243,619.0768608304901,664.1103920422167,705.6008515293937,683.8475062928034,772.7396468309913,853.0873833256408,712.3844531858433,706.0661949761458,712.1044331417119,632.3173813073397,687.847462627546,743.7917616560914,778.356218917225,719.6710437413233,678.6641455347831,633.8968366412032,566.317847114974,535.3928421195913,553.8147795034611,exports_hab
"KEN_Exports of goods and services, PPP (constant 2017 international $) per labor unit",Kenya,KEN,"_Exports of goods and services, PPP (constant 2017 international $) per labor unit",2505.3760735612022,1951.0144781875642,1708.6786355163488,1520.927837726678,1557.0836312862189,1591.5641909191097,1729.0902808855867,1858.4206722360043,1822.2473373154537,2086.9295242046264,2340.5271944618785,1914.3263992749964,1861.8104857710412,1845.011839518009,1610.3328890505093,1721.7133536432566,1830.9053153684165,1883.1409947912684,1710.7318254546196,1585.234570883947,1455.2145588001447,1277.1461251476715,1200.3120734805007,1234.3780352043307,exports_labor_unit
"KEN_GDP per capita, PPP (constant 2017 international $)",Kenya,KEN,"GDP per capita, PPP (constant 2017 international $)",2967.57848338414,3001.86890424913,2931.40987412893,2944.2990559512396,2930.01459216961,2867.7467083494503,2896.0520702582103,2833.9691044273804,2839.0947396806605,2903.9163397996504,2992.34094220677,3099.35315999855,3221.25313854985,3140.6131499404805,3156.43729699421,3329.8543857719897,3439.34481351425,3501.79438336018,3611.8279568075895,3709.15907577307,3824.75954283144,3952.7456413826203,4046.20842543927,4203.802281619411,gdb_hab
"KEN_GDP, PPP (constant 2017 international $)",Kenya,KEN,"GDP, PPP (constant 2017 international $)",82404597729.8419,85821783946.4541,86229353246.6095,89066483260.4642,91119811808.3368,91666253120.5984,95131151777.2095,95651385546.6967,98456339037.4481,103481845730.08801,109594172812.524,116687649399.44,124681604935.497,124971218790.782,129103941782.699,139956030815.561,148504914269.536,155281504077.038,164410007680.978,173217658364.58,183123122510.89,193888838038.969,203206547190.571,216046052697.28897,gdp
KEN_Gross capital formation (% of GDP),Kenya,KEN,Gross capital formation (% of GDP),21.8197611034428,15.003822685531098,15.1409881437805,16.6927164077638,15.5214148674685,17.4140906154511,18.790340524259,15.138215889346199,16.4821493891933,16.962495556485,17.6496847904784,18.633585404403,20.4569783889085,19.612711422769802,19.3326228276265,20.840901955773102,21.7027588905607,21.4755978896764,20.1055617490922,22.4316579762145,21.465956547523,18.2554511784349,19.034165269566397,17.9452901335272,FBCF
"KEN_Labor force, total",Kenya,KEN,"Labor force, total",10719772.0,11085313.0,11448803.0,11811245.0,12191220.0,12433377.0,12616503.0,12814782.0,13014148.0,13194881.0,13349230.0,14010456.0,14678696.0,15358192.0,16060601.0,16791816.0,17540848.0,18328404.0,19149317.0,19993005.0,20855980.0,21750718.0,22401022.0,23057935.0,labor_force
"KEN_Population, total",Kenya,KEN,"Population, total",27768296.0,28589451.0,29415659.0,30250488.0,31098757.0,31964557.0,32848564.0,33751739.0,34678779.0,35635271.0,36624895.0,37649033.0,38705932.0,39791981.0,40901792.0,42030676.0,43178257.0,44343410.0,45519889.0,46699981.0,47878336.0,49051686.0,50221473.0,51393010.0,pop
"KEN_Unemployment, total (% of total labor force) (modeled ILO estimate)",Kenya,KEN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2.8410000801086404,2.85199999809265,2.8420000076293905,2.83800005912781,2.87599992752075,2.85999989509583,2.85800004005432,2.9000000953674303,2.90400004386902,2.86500000953674,2.8150000572204603,2.71300005912781,2.62700009346008,2.5989999771118195,2.79299998283386,2.8420000076293905,2.8440001010894798,2.8540000915527304,2.86700010299683,2.82399988174438,2.7939999103546103,2.75699996948242,2.6949999332427996,2.63499999046326,unemployment rate
KGZ_Exports of goods and services (% of GDP),Kyrgyz Republic,KGZ,Exports of goods and services (% of GDP),29.467144830320002,30.7380990029616,38.286889332816294,36.483292082828704,42.2029377974725,41.847861843363496,36.7245731455602,39.581354124097096,38.68112372036239,42.555911084920396,38.3055564365228,41.7206136022727,52.91297885730349,53.548956098640396,54.6983469575282,51.554322675617705,54.53847716573811,44.4042009680122,42.250153956658,37.4486515894922,35.1896004872594,35.8254088751692,34.2528413648354,31.6017300051143,exports_rate
"KGZ_Exports of goods and services, PPP (constant 2017 international $)",Kyrgyz Republic,KGZ,"Exports of goods and services, PPP (constant 2017 international $)",3382776366.196077,3778669064.872534,5173326676.978678,5034223024.108091,6036353690.365093,6311381147.635794,5833449304.823621,6286140344.322781,6575052462.911835,7741990321.096084,6956512714.591496,7811804583.126924,10753855954.863894,11797466938.660324,12398509757.151636,11630745160.987896,13036834160.368929,10604988279.004362,11191970350.267044,10319250394.606043,10072581500.59285,10699197208.485228,10714426980.668083,10256623652.023468,exports
"KGZ_Exports of goods and services, PPP (constant 2017 international $) per capita",Kyrgyz Republic,KGZ,"_Exports of goods and services, PPP (constant 2017 international $) per capita",741.7718547048673,816.4093563375105,1101.5515452215905,1055.6139702470311,1247.0774502861527,1288.4576897835607,1179.6423337897354,1259.5708706840285,1303.7202750008596,1516.639630359489,1347.4824147893496,1496.9731302941368,2041.1995966259003,2218.110993035953,2303.143008405929,2134.904304592209,2364.0579843268647,1891.3162146890359,1956.7750105369335,1768.3575348480924,1690.9099532630814,1759.8811100395144,1728.635245824285,1622.1648086328,exports_hab
"KGZ_Exports of goods and services, PPP (constant 2017 international $) per labor unit",Kyrgyz Republic,KGZ,"_Exports of goods and services, PPP (constant 2017 international $) per labor unit",1828.8569597641504,2006.3754405744576,2701.7384858156865,2568.6305346882887,3008.577977146461,3078.8907236082136,2793.5059006404604,2942.1245373244024,3023.5005570608564,3489.42323984748,3009.599948513285,3280.1401203784953,4487.5345332233455,4905.993433148899,5142.708549308798,4752.315292031248,5237.628385345594,4248.37467100773,4519.6160215268055,4115.035723898547,3956.9092244217595,4198.429202103307,4233.743169209452,3998.8208765148543,exports_labor_unit
"KGZ_GDP per capita, PPP (constant 2017 international $)",Kyrgyz Republic,KGZ,"GDP per capita, PPP (constant 2017 international $)",2517.28445010941,2656.01772009014,2877.09856929388,2893.4175343893103,2954.95412255599,3078.90925134063,3212.1335464244703,3182.2328936371696,3370.43019852746,3563.87536230402,3517.72050883088,3588.0899177681,3857.6539078070796,4142.21145403853,4210.62634707089,4141.077205155279,4334.66078846074,4259.31820291395,4631.40326670591,4722.08600254189,4805.141092395421,4912.38248297927,5046.69153549093,5133.15191405748,gdb_hab
"KGZ_GDP, PPP (constant 2017 international $)",Kyrgyz Republic,KGZ,"GDP, PPP (constant 2017 international $)",11479824006.279,12293112415.6652,13512005720.8318,13798708221.5026,14303159934.82,15081729076.7669,15884321600.4237,15881569702.275,16998090620.2335,18192514561.9534,18160583898.8903,18724088426.8811,20323663847.8908,22031180060.5948,22667064814.1867,22560174505.9655,23903920384.0456,23882849027.3791,26489774124.2511,27555732867.8332,28623744973.2903,29864829305.2725,31280403475.2799,32455892922.2026,gdp
KGZ_Gross capital formation (% of GDP),Kyrgyz Republic,KGZ,Gross capital formation (% of GDP),18.3405491449418,25.1973349630117,21.680131136001503,15.444071922156501,18.0262186115214,20.010037072908002,17.9992826544492,17.6066915405722,11.8300159529947,14.4883927729206,16.4182074783546,24.195760812161,26.642997032369102,28.948960034980196,27.270355411834302,27.4015935976563,25.4729638297404,34.961073696667,33.8988355585277,36.75672707851879,34.6714692626578,33.9391792937351,32.9020914624365,36.0166291525462,FBCF
"KGZ_Labor force, total",Kyrgyz Republic,KGZ,"Labor force, total",1849667.0,1883331.0,1914814.0,1959886.0,2006381.0,2049888.0,2088218.0,2136599.0,2174649.0,2218702.0,2311441.0,2381546.0,2396384.0,2404705.0,2410891.0,2447385.0,2489072.0,2496246.0,2476310.0,2507694.0,2545568.0,2548381.0,2530722.0,2564912.0,labor_force
"KGZ_Population, total",Kyrgyz Republic,KGZ,"Population, total",4560400.0,4628400.0,4696400.0,4769000.0,4840400.0,4898400.0,4945100.0,4990700.0,5043300.0,5104700.0,5162600.0,5218400.0,5268400.0,5318700.0,5383300.0,5447900.0,5514600.0,5607200.0,5719600.0,5835500.0,5956900.0,6079500.0,6198200.0,6322800.0,pop
"KGZ_Unemployment, total (% of total labor force) (modeled ILO estimate)",Kyrgyz Republic,KGZ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",5.599999904632571,7.300000190734861,7.5,8.89999961853027,8.39999961853027,7.53999996185303,7.84000015258789,12.5500001907349,9.920000076293949,8.52999973297119,8.10999965667725,8.27000045776367,8.10000038146973,8.22000026702881,8.409999847412111,8.64000034332275,8.52999973297119,8.43000030517578,8.32999992370605,8.050000190734862,7.55999994277954,7.21000003814697,6.889999866485599,5.96000003814697,unemployment rate
KHM_Exports of goods and services (% of GDP),Cambodia,KHM,Exports of goods and services (% of GDP),31.1841815310837,25.3640067394433,33.6169355757404,31.238145794047604,40.544186178359205,49.5227810531323,52.5412471838371,55.422133135624,56.520470349726295,63.6058950058242,64.084707255092,68.5932451239154,65.3259680507156,65.5432507028063,49.2207635019252,54.08278279179171,54.08075591410271,57.889764534900294,62.387935798917205,62.6034741724131,61.718423758590795,61.28152492949761,60.6819578072322,61.5957275117758,exports_rate
"KHM_Exports of goods and services, PPP (constant 2017 international $)",Cambodia,KHM,"Exports of goods and services, PPP (constant 2017 international $)",3929310572.5374126,3384430477.4563236,4665378102.970784,4538208631.505399,6638538059.455792,8977255036.175209,10233675010.303495,11504980192.7098,12730977221.557991,15808417702.95691,18037817285.57509,21386382635.36703,22447758544.47206,24029528068.58629,18061007277.007275,21028447901.370056,22514224929.885452,25862455990.121994,29922481733.780746,32170476448.32497,33947211682.009136,36076823735.541954,38163466249.843506,41631562378.26874,exports
"KHM_Exports of goods and services, PPP (constant 2017 international $) per capita",Cambodia,KHM,"_Exports of goods and services, PPP (constant 2017 international $) per capita",368.7368324750874,308.1540612076303,412.9164766405381,391.2077498248696,558.4959000785425,738.5502692440033,824.9365930006893,910.3678369306285,990.2625862442776,1209.846187440303,1358.949462628292,1586.7965865242402,1640.9225803750085,1730.755933021548,1281.5038138582065,1469.266099563789,1548.2820993437474,1749.7741267028734,1991.336390928987,2106.1553654691725,2187.1179755538815,2288.224869063511,2383.814064015304,2561.974147510556,exports_hab
"KHM_Exports of goods and services, PPP (constant 2017 international $) per labor unit",Cambodia,KHM,"_Exports of goods and services, PPP (constant 2017 international $) per labor unit",854.1687973991785,713.5026219480663,943.8105214653032,877.3342158157255,1224.3373031233734,1604.6110812031702,1655.1385014040975,1810.879365275034,1966.3608545920563,2414.580101739742,2666.0673623483694,3056.748600913925,3107.6478397506407,3222.159029555447,2348.8417093837593,2585.564513719388,2688.042916788203,3106.0909138440666,3632.0140012457,3829.51363139352,3980.7323392539292,4049.4484481650165,4214.609989048477,4529.492042272593,exports_labor_unit
"KHM_GDP per capita, PPP (constant 2017 international $)",Cambodia,KHM,"GDP per capita, PPP (constant 2017 international $)",1182.44832594865,1214.92658621803,1228.2989795730198,1252.33985526571,1377.49934755539,1491.33439911547,1570.07425064409,1642.60699728547,1752.04236645046,1902.09757653677,2120.55187709438,2313.34234684137,2511.89937070827,2640.6318186281896,2603.58377782596,2716.6984088451604,2862.9076520359804,3022.59672458674,3191.86131970654,3364.27872943395,3543.70355294346,3733.95549751094,3928.37368825169,4159.337426481021,gdb_hab
"KHM_GDP, PPP (constant 2017 international $)",Cambodia,KHM,"GDP, PPP (constant 2017 international $)",12600332539.1778,13343437857.526001,13878058850.6037,14527778509.7288,16373588139.7446,18127526050.17,19477411669.5342,20758818799.9835,22524542245.9929,24853699018.7928,28146835740.0382,31178554968.1051,34362687939.113,36662093824.9519,36693878745.5031,38881963567.4546,41630751178.192,44675351848.305,47961967887.8686,51387685545.5751,55003367899.9845,58870636422.7182,62890960721.9283,67588392994.1564,gdp
KHM_Gross capital formation (% of GDP),Cambodia,KHM,Gross capital formation (% of GDP),14.5523168445019,14.7200558132128,15.020499840490599,11.833769662120199,16.9837280192021,17.415246872852002,18.6598630571515,18.1245153972534,20.098760281043397,16.2076093490475,18.4657001745559,22.516976454412102,21.197291326001803,18.616727856320104,21.3599103751347,17.3676571968265,17.0979145505676,18.5113423140493,20.0089169476891,22.094500188294802,22.452998197905604,22.705832477717,22.891967991336998,23.4482561758359,FBCF
"KHM_Labor force, total",Cambodia,KHM,"Labor force, total",4600157.0,4743403.0,4943130.0,5172725.0,5422148.0,5594661.0,6182972.0,6353256.0,6474385.0,6547067.0,6765702.0,6996448.0,7223392.0,7457586.0,7689325.0,8133020.0,8375694.0,8326368.0,8238537.0,8400669.0,8527881.0,8909071.0,9055041.0,9191221.0,labor_force
"KHM_Population, total",Cambodia,KHM,"Population, total",10656138.0,10982917.0,11298600.0,11600508.0,11886458.0,12155239.0,12405408.0,12637727.0,12856163.0,13066469.0,13273354.0,13477709.0,13679962.0,13883834.0,14093604.0,14312212.0,14541423.0,14780454.0,15026332.0,15274503.0,15521436.0,15766293.0,16009414.0,16249798.0,pop
"KHM_Unemployment, total (% of total labor force) (modeled ILO estimate)",Cambodia,KHM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",0.8339999914169308,0.839999973773956,0.8880000114440921,0.9409999847412109,1.02199995517731,1.07200002670288,1.13100004196167,1.2309999465942398,1.3029999732971203,1.33200001716614,1.34599995613098,1.2970000505447399,1.2569999694824199,0.824000000953674,0.578999996185303,0.7710000276565551,0.577000021934509,0.504999995231628,0.437999993562698,0.691999971866608,0.39300000667572,0.7160000205039979,0.683000028133392,0.65200001001358,unemployment rate
KOR_Exports of goods and services (% of GDP),"Korea, Rep.",KOR,Exports of goods and services (% of GDP),25.7242519716753,24.801971433687896,28.3455147196928,39.5366811034608,32.590822939439,33.9391689573172,31.787741048254105,29.772754409637898,31.397837263320103,36.754336448713396,35.2830827957409,35.626418616121796,37.392179690512705,47.64188520957721,45.18535191131989,47.1037369107414,53.33773190033361,54.094051335195296,51.292071109702704,47.831420866297904,42.989561527711004,40.1326509111205,40.934206940988396,41.713290843089396,exports_rate
"KOR_Exports of goods and services, PPP (constant 2017 international $)","Korea, Rep.",KOR,"Exports of goods and services, PPP (constant 2017 international $)",210418739686.3339,218882926832.02704,265591461696.4753,351448260395.09515,322925695409.58795,366756054751.1779,360175467676.1657,363404712899.61975,395302081912.1853,486791430761.79236,487439522576.84674,518092850316.3861,575307490427.744,755092499143.1079,721835042210.1206,803686230387.652,943592408280.2695,979963936723.8208,958610047132.3872,922560904110.2653,852464595395.789,819264957375.0797,862030659287.542,903977053994.6791,exports
"KOR_Exports of goods and services, PPP (constant 2017 international $) per capita","Korea, Rep.",KOR,"_Exports of goods and services, PPP (constant 2017 international $) per capita",4666.329179324874,4808.005724016541,5779.559757835523,7592.888587740041,6927.2568572313285,7801.973892360361,7603.424545377671,7627.384332649461,8253.974736918944,10124.08336513718,10116.093463564952,10695.935569247284,11817.265801453541,15392.865026188882,14639.35786696213,16218.356014282972,18895.793671177253,19521.251122464855,19009.14317378308,18179.73680021507,16710.09469824185,15995.706754057368,16783.461567221322,17516.68344638332,exports_hab
"KOR_Exports of goods and services, PPP (constant 2017 international $) per labor unit","Korea, Rep.",KOR,"_Exports of goods and services, PPP (constant 2017 international $) per labor unit",9833.667839233378,10041.008808428162,11891.447548947699,15955.860201506335,14463.504477287048,16076.910087356035,15536.599733071736,15373.636623792647,16705.814269436585,20184.055068851205,20075.451985457174,21127.963795133248,23222.382291855974,30293.340383385985,28958.221477441108,31815.77863168874,36738.667465828774,37568.86373980215,36279.07616306079,33949.440499014825,30970.19857956193,29456.645548698692,30665.207475212384,31973.483335032113,exports_labor_unit
"KOR_GDP per capita, PPP (constant 2017 international $)","Korea, Rep.",KOR,"GDP per capita, PPP (constant 2017 international $)",18139.805131993402,19385.5788313906,20389.680042819,19204.6686161409,21255.237617361498,22988.111176712402,23919.3610324043,25618.672117821803,26288.354410198503,27545.2758595281,28671.2289913229,30022.483271465,31603.5756654535,32309.5212510493,32398.4593407464,34431.1451234023,35426.691383289,36087.611559173,37060.588045132004,38007.9380268307,38870.1212676257,39857.0899028877,41001.0668862273,41993.050877416696,gdb_hab
"KOR_GDP, PPP (constant 2017 international $)","Korea, Rep.",KOR,"GDP, PPP (constant 2017 international $)",817978069558.7329,882522292299.409,936978793022.0859,888916951515.011,990848546566.792,1080627681875.24,1133064054880.2,1220594869724.18,1259010544570.18,1324446249876.0,1381510582277.37,1454237811268.34,1538577037202.55,1584934130590.02,1597497887427.73,1706204821733.33,1769089863145.02,1811592795391.58,1868924429045.04,1928775870340.71,1982957176351.5,2041392578799.39,2105893148315.45,2167119965181.17,gdp
KOR_Gross capital formation (% of GDP),"Korea, Rep.",KOR,Gross capital formation (% of GDP),38.9494879502633,39.4235194434807,37.1886218828056,27.779048735209102,31.012827731028498,32.893628697318604,31.6029375635501,31.092832759025196,32.2796152215581,32.5495531236433,32.5081847804131,32.9933079853202,33.0974830502206,33.6668294033225,29.3999897291047,32.5521135765371,33.3194258170924,31.3166467538553,29.885327285613602,29.790478632777198,29.5292808218765,30.142678602161897,32.2880634736146,31.487184177200998,FBCF
"KOR_Labor force, total","Korea, Rep.",KOR,"Labor force, total",21397788.0,21798898.0,22334662.0,22026281.0,22326933.0,22812596.0,23182387.0,23638175.0,23662545.0,24117623.0,24280376.0,24521665.0,24773836.0,24926023.0,24926774.0,25260618.0,25683904.0,26084471.0,26423221.0,27174554.0,27525319.0,27812568.0,28111033.0,28272711.0,labor_force
"KOR_Population, total","Korea, Rep.",KOR,"Population, total",45092991.0,45524681.0,45953580.0,46286503.0,46616677.0,47008111.0,47370164.0,47644736.0,47892330.0,48082519.0,48184561.0,48438292.0,48683638.0,49054708.0,49307835.0,49554112.0,49936638.0,50199853.0,50428893.0,50746659.0,51014947.0,51217803.0,51361911.0,51606633.0,pop
"KOR_Unemployment, total (% of total labor force) (modeled ILO estimate)","Korea, Rep.",KOR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2.06299996376038,2.04800009727478,2.60800004005432,6.962999820709231,6.34200000762939,4.40000009536743,4.0,3.29999995231628,3.5999999046325697,3.70000004768372,3.70000004768372,3.5,3.20000004768372,3.20000004768372,3.5999999046325697,3.70000004768372,3.4000000953674303,3.20000004768372,3.0999999046325697,3.5,3.5999999046325697,3.70000004768372,3.70000004768372,3.8480000495910605,unemployment rate
KWT_Exports of goods and services (% of GDP),Kuwait,KWT,Exports of goods and services (% of GDP),52.354601363093,52.284947662025004,52.8528137117534,43.862644659457395,45.9338909669891,56.4721744466436,51.308411214953296,44.61604831751511,52.0915105977347,56.917113383228596,63.9760608989031,65.5457337246984,63.4150383970829,66.7595495181702,59.4336343544442,66.6733173716414,73.1983782817688,74.731693700831,70.8615345368996,68.5061434722771,53.7662480818489,47.6317246344806,51.1956952240477,56.7205573173804,exports_rate
"KWT_Exports of goods and services, PPP (constant 2017 international $)",Kuwait,KWT,"Exports of goods and services, PPP (constant 2017 international $)",53577483853.924034,53829983770.60623,55760481233.464836,47970365444.96088,49336864051.462746,63503406611.04901,57819799921.02873,51793655559.60861,70949077704.02823,85460031306.03612,106249848712.07722,117037057823.4349,120016946667.497,129479733894.17564,107114513885.52074,117314099617.15662,141196102934.82773,153705162059.88416,147420223218.82874,143233921644.39395,113082119439.47763,103111013064.40836,105603890901.5711,118458441073.50113,exports
"KWT_Exports of goods and services, PPP (constant 2017 international $) per capita",Kuwait,KWT,"_Exports of goods and services, PPP (constant 2017 international $) per capita",33362.880933459805,33088.33153166273,32603.58755266161,26197.295448827124,25279.74686440645,31051.142943993593,27490.27468548142,24236.65337836628,32822.08749525969,38836.78345844298,46802.018463621775,49306.33121317305,47929.726838133814,48749.73461843527,37969.7998030945,39210.77809739837,44568.632833604075,45897.85280509003,41805.02113751589,38806.88465201529,29482.31952767582,26058.698610496504,26035.826763984584,28631.73990105197,exports_hab
"KWT_Exports of goods and services, PPP (constant 2017 international $) per labor unit",Kuwait,KWT,"_Exports of goods and services, PPP (constant 2017 international $) per labor unit",71441.69368491911,70476.82011137283,69035.53049987784,55163.33310138255,52664.07498058622,64178.629977037424,56723.72733768269,49698.6106285616,67259.23601618057,78971.42328338044,94425.67663276866,98913.94576620506,95370.9099940934,95762.87168959959,72825.30270791882,73584.69949447592,82710.7515432997,84041.16843366857,75265.70316237432,68782.5356998113,51548.81475480931,45504.218979635334,45230.94166475903,49704.60118665785,exports_labor_unit
"KWT_GDP per capita, PPP (constant 2017 international $)",Kuwait,KWT,"GDP per capita, PPP (constant 2017 international $)",63724.8304157251,63284.6220781344,61687.5153146506,59725.7544596746,55035.065247518396,54984.854484984404,53578.4952886431,54322.7253249399,63008.515434926,68233.9302714652,73155.5175576997,75224.3180620525,75581.0105136491,73022.8633510581,63886.047379593496,58810.300196756296,60887.459366985306,61416.8507793094,58995.3652721799,56647.3058985135,54834.2511882074,54708.7026776111,50855.49995960401,50478.5941027391,gdb_hab
"KWT_GDP, PPP (constant 2017 international $)",Kuwait,KWT,"GDP, PPP (constant 2017 international $)",102335768889.44301,102955030420.16699,105501443191.973,109364963780.445,107408414599.40599,112450790558.895,112690684727.688,116087501051.221,136200845185.53699,150148217690.917,166077509648.455,178557857502.988,189256286365.37698,193949382266.18,180225414529.965,175953596193.87198,192895124522.17102,205676004982.84302,208039840207.04898,209081863880.365,210321760349.228,216475497907.47302,206274942530.65,208845693124.392,gdp
KWT_Gross capital formation (% of GDP),Kuwait,KWT,Gross capital formation (% of GDP),14.7586240895254,15.1043047586726,13.638980307819299,18.451906659078,14.555547073513901,10.665237720716,14.3046728971963,17.1276962899051,16.6325557923068,18.1855029771589,16.426767034569302,16.1577223909466,20.4566521181317,17.629821452909898,17.9658449249415,17.6585286222158,13.544498480815001,12.8349852121103,14.3514853589947,16.2901939941536,25.428084923694602,29.9588270706716,27.730842244711198,25.205709725037604,FBCF
"KWT_Labor force, total",Kuwait,KWT,"Labor force, total",749947.0,763797.0,807707.0,869606.0,936822.0,989479.0,1019323.0,1042155.0,1054860.0,1082164.0,1125222.0,1183221.0,1258423.0,1352087.0,1470842.0,1594273.0,1707107.0,1828927.0,1958664.0,2082417.0,2193690.0,2265966.0,2334771.0,2383249.0,labor_force
"KWT_Population, total",Kuwait,KWT,"Population, total",1605901.0,1626857.0,1710256.0,1831119.0,1951636.0,2045123.0,2103282.0,2136997.0,2161626.0,2200492.0,2270198.0,2373672.0,2504019.0,2656009.0,2821045.0,2991884.0,3168060.0,3348853.0,3526376.0,3690941.0,3835591.0,3956875.0,4056099.0,4137312.0,pop
"KWT_Unemployment, total (% of total labor force) (modeled ILO estimate)",Kuwait,KWT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",0.767000019550323,0.699999988079071,0.699999988079071,0.699999988079071,0.699999988079071,0.8000000119209291,0.8000000119209291,1.1000000238418601,1.29999995231628,1.70000004768372,1.57000005245209,1.29999995231628,1.5,1.75,1.63999998569489,1.82000005245209,2.2160000801086404,2.61500000953674,2.9219999313354506,2.9000000953674303,2.2000000476837203,2.16000008583069,1.79799997806549,2.07599997520447,unemployment rate
LBN_Exports of goods and services (% of GDP),Lebanon,LBN,Exports of goods and services (% of GDP),10.80645487609,12.8463200010129,14.531958762886601,13.763432636047302,14.0639896274263,14.1775557263643,15.604915999549,16.0986422831809,16.7365813377374,35.054904552124704,36.623538708959295,35.5896575059132,37.1415170033235,38.54565444034,33.195701698341196,35.0231228655355,36.3630972318634,28.7966569438561,26.630149535665304,23.736781868484698,23.1350170321601,21.701625722031004,21.880324536709498,20.7222008118017,exports_rate
"LBN_Exports of goods and services, PPP (constant 2017 international $)",Lebanon,LBN,"Exports of goods and services, PPP (constant 2017 international $)",5074578555.624462,6713295335.90707,7674301146.277901,7534884964.651594,7658959932.303244,7824408998.030571,8942828708.478178,9541584216.100039,10239805544.330544,22879919489.125454,24545750283.954987,24222427717.10166,27632225576.446846,31277605187.185143,29692599674.351997,33825560006.21414,35424323271.6359,28765927307.35457,27615530027.77325,25220967234.079487,24633593513.680576,23460785549.457886,23855194122.154877,22157316935.1008,exports
"LBN_Exports of goods and services, PPP (constant 2017 international $) per capita",Lebanon,LBN,"_Exports of goods and services, PPP (constant 2017 international $) per capita",1438.2176964001785,1859.296095291884,2097.7068667486055,2040.02820200015,2043.6067599479913,2036.13349457881,2240.748300608839,2281.4721459373795,2333.3934643986768,5007.228443154726,5223.874939841611,5089.00939126498,5796.146780355444,6564.3872746042525,6169.216554066402,6829.223384532139,6809.301745701101,5193.6862604307435,4669.0278257513455,4027.358035337751,3770.826223744776,3495.807265203218,3502.002183856757,3235.152514460415,exports_hab
"LBN_Exports of goods and services, PPP (constant 2017 international $) per labor unit",Lebanon,LBN,"_Exports of goods and services, PPP (constant 2017 international $) per labor unit",4735.935488517984,6108.265527174872,6819.315790422143,6569.46296514565,6494.496677947294,6395.704539479045,6995.564391228881,7069.6992291306515,7172.756418184224,15292.86779651956,15769.005605843435,15156.741237473108,17013.88005069078,19115.94524352703,17855.656466772984,19691.221153472638,19611.76721405492,15003.234892208411,13568.76479086041,11780.68734268317,11068.392739726532,10204.250214737856,10152.904831668666,9303.929301352719,exports_labor_unit
"LBN_GDP per capita, PPP (constant 2017 international $)",Lebanon,LBN,"GDP per capita, PPP (constant 2017 international $)",13308.8761568082,14473.3752167569,14435.128126746202,14822.0887619066,14530.775505996799,14361.668075071999,14359.246154696399,14171.8295605646,13941.876284718799,14283.9597115697,14263.7088713759,14299.1243746008,15605.5736221996,17030.1616872648,18584.3836353508,19499.1846122678,18725.8574325578,18035.7264058696,17532.863717112,16966.7398792795,16299.215248049799,16108.5040815829,16005.257042606101,15612.0121788316,gdb_hab
