Pays_indic,Country Name,Country Code,Indicator Name,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,Simple Indicator
MNG_Total tax and contribution rate (% of profit),Mongolia,MNG,Total tax and contribution rate (% of profit),40.0,40.0,40.0,33.9,24.4,24.7,24.7,24.9,24.8,24.7,24.7,24.7,24.7,24.7,total_tax_contrib
"MNG_Unemployment, total (% of total labor force) (modeled ILO estimate)",Mongolia,MNG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",7.110000133514401,7.15100002288818,7.199999809265139,5.56500005722046,5.860000133514401,6.5489997863769505,4.76900005340576,3.90499997138977,4.23099994659424,4.7979998588562,4.861000061035161,7.235000133514401,6.35900020599365,6.25400018692017,unemployment rate
NLD_Exports of goods and services (% of GDP),Netherlands,NLD,Exports of goods and services (% of GDP),65.632085215917,68.1811183379922,68.7754574672546,69.79363347847179,62.2370135170171,69.8036724776943,75.50306830535129,79.5033738356974,79.880477786038,80.5779081541485,82.658896708444,79.5351647591471,83.391768024212,84.6834636757465,exports_rate
"NLD_Exports of goods and services, PPP (constant 2017 international $)",Netherlands,NLD,"Exports of goods and services, PPP (constant 2017 international $)",532342920276.6992,572158067531.8369,598920400481.8748,620977981218.6262,533438977662.3962,606327006489.5455,666006174368.2961,694066735251.7914,696451074648.5938,712531540320.4036,745253456561.0029,732806414201.4224,790705292066.9083,821909947363.0928,exports
"NLD_Exports of goods and services, PPP (constant 2017 international $) per capita",Netherlands,NLD,"_Exports of goods and services, PPP (constant 2017 international $) per capita",32619.315320240286,35002.72435193181,36560.34152275044,37759.53723399492,32270.203074628145,36491.88255719639,39897.15581254214,41424.548456259785,41444.48765948136,42249.10775734014,43993.91051311172,43029.53041273475,46155.602709036626,47697.76472392229,exports_hab
"NLD_Exports of goods and services, PPP (constant 2017 international $) per labor unit",Netherlands,NLD,"_Exports of goods and services, PPP (constant 2017 international $) per labor unit",63466.52363430102,67845.2511581005,69579.60092734107,70822.12821981256,60255.81181119601,68666.41742152898,75258.42150521054,77448.80225358711,77491.76901141749,79462.40739363617,82486.50604066308,80956.11496699779,86784.17578105601,89067.5338478099,exports_labor_unit
"NLD_Foreign direct investment, net inflows (% of GDP)",Netherlands,NLD,"Foreign direct investment, net inflows (% of GDP)",30.636560659443603,51.204839834092105,86.5890857692071,20.625589993559302,11.041793588559,13.673451529465,36.7300267334479,28.566999307588603,37.4807348626119,13.2019937569918,42.1526688088992,30.489362042884803,26.766831840139798,-39.5459734096447,IDE
"NLD_GDP per capita, PPP (constant 2017 international $)",Netherlands,NLD,"GDP per capita, PPP (constant 2017 international $)",49700.257447144904,51337.8560005629,53158.99431153559,54101.6928795404,51850.5006121553,52277.8834721874,52841.767504320705,52104.1390543604,51883.124398043205,52432.619219297696,53223.4426843221,54101.2651989082,55347.9123930263,56324.7683237867,gdb_hab
"NLD_GDP, PPP (constant 2017 international $)",Netherlands,NLD,"GDP, PPP (constant 2017 international $)",811101641103.422,839173779308.657,870834484477.305,889734421707.92,857108893113.165,868617631376.482,882091535240.42,873002869898.525,871866435894.458,884276542594.41,901601020867.33,921361534134.6791,948181470187.0029,970567229642.603,gdp
NLD_Gross capital formation (% of GDP),Netherlands,NLD,Gross capital formation (% of GDP),20.4540710096336,21.0236662298604,23.349483986627302,22.3308786491924,20.7212383290496,20.2216252833678,20.039701149672698,18.7247115470024,18.5100452258491,17.9126213592233,22.4749568120949,20.4875645349601,20.592674078027898,20.9575871429365,FBCF
"NLD_Labor force, total",Netherlands,NLD,"Labor force, total",8387775.0,8433281.0,8607701.0,8768135.0,8852905.0,8830037.0,8849590.0,8961620.0,8987420.0,8966901.0,9034853.0,9051897.0,9111169.0,9227941.0,labor_force
NLD_Labor tax and contributions (% of commercial profits),Netherlands,NLD,Labor tax and contributions (% of commercial profits),18.0,17.2,15.8,15.9,17.3,17.9,18.1,18.1,18.4,17.6,20.2,19.4,19.8,19.9,labor_tax_contrib
NLD_Other taxes payable by businesses (% of commercial profits),Netherlands,NLD,Other taxes payable by businesses (% of commercial profits),0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.4,0.4,0.4,0.4,0.4,other_taxes_entreprise
"NLD_Population, total",Netherlands,NLD,"Population, total",16319868.0,16346101.0,16381696.0,16445593.0,16530388.0,16615394.0,16693074.0,16754962.0,16804432.0,16865008.0,16939923.0,17030314.0,17131296.0,17231624.0,pop
NLD_Profit tax (% of commercial profits),Netherlands,NLD,Profit tax (% of commercial profits),29.5,27.2,25.8,22.1,21.0,21.3,21.2,20.9,20.9,21.1,20.4,20.6,20.5,20.5,profit_tax
NLD_Research and development expenditure (% of GDP),Netherlands,NLD,Research and development expenditure (% of GDP),1.77388,1.7406700000000002,1.6703,1.62269,1.6657,1.7040400000000002,1.8813099999999998,1.9162700000000001,1.92987,1.9756799999999999,1.9848700000000001,1.99685,1.98308,2.16374,RetD
NLD_Total tax and contribution rate (% of profit),Netherlands,NLD,Total tax and contribution rate (% of profit),47.7,44.6,41.8,38.2,38.5,39.4,39.6,39.2,39.5,39.0,41.0,40.4,40.7,40.8,total_tax_contrib
"NLD_Unemployment, total (% of total labor force) (modeled ILO estimate)",Netherlands,NLD,"Unemployment, total (% of total labor force) (modeled ILO estimate)",5.872000217437741,5.0019998550414995,4.15299987792969,3.65400004386902,4.34700012207031,4.98899984359741,4.9770002365112305,5.82100009918213,7.243000030517581,7.41599988937378,6.872000217437741,6.00600004196167,4.83900022506714,3.82999992370605,unemployment rate
NOR_Exports of goods and services (% of GDP),Norway,NOR,Exports of goods and services (% of GDP),43.4025448407452,44.644561224770605,43.2984720699285,45.9167117360736,39.23567859909139,39.7598437031518,41.27396485745071,40.6824371898883,39.1971735047655,38.996355721797,37.8018159096519,35.4599263818255,36.3329956891189,38.4416544411277,exports_rate
"NOR_Exports of goods and services, PPP (constant 2017 international $)",Norway,NOR,"Exports of goods and services, PPP (constant 2017 international $)",121998902771.93576,128501547804.00992,128358714236.26993,136768960421.20955,114850280288.51779,117201437628.86502,122858765390.90616,124371353694.00229,121069851800.99532,122821885813.78954,121401650112.3432,115100900432.50075,120674764591.62993,129324842266.83357,exports
"NOR_Exports of goods and services, PPP (constant 2017 international $) per capita",Norway,NOR,"_Exports of goods and services, PPP (constant 2017 international $) per capita",26387.891822499547,27571.433893404308,27257.282623068295,28683.48983250106,23784.799611433282,23971.24092373742,24804.478618370227,24782.214723986737,23834.416806325058,23908.18359260192,23397.734712292375,21988.82083196197,22868.2009425924,24346.176081631103,exports_hab
"NOR_Exports of goods and services, PPP (constant 2017 international $) per labor unit",Norway,NOR,"_Exports of goods and services, PPP (constant 2017 international $) per labor unit",50174.585592006115,52107.48846715399,50861.38083782242,52623.868424788525,44199.21126190761,44950.73223494256,46786.06845355225,46565.64898561684,44879.63139902342,45109.531184593485,43953.076605602604,41555.56702416477,43676.18451333033,46188.136488773605,exports_labor_unit
"NOR_Foreign direct investment, net inflows (% of GDP)",Norway,NOR,"Foreign direct investment, net inflows (% of GDP)",3.2564815851750697,3.43708452552289,6.18702811310606,4.451751148753879,2.2361413490313398,5.04581003263603,2.06635867883482,5.4754901733455,-0.261803343835658,0.6505165950245501,1.88544780890736,-5.06170391540297,1.4810979548634398,-1.5279865377137198,IDE
"NOR_GDP per capita, PPP (constant 2017 international $)",Norway,NOR,"GDP per capita, PPP (constant 2017 international $)",60798.0290541104,61757.6545429382,62952.0657889426,62468.5190816189,60620.334503362195,60290.078358223494,60097.1549596418,60916.2489658964,60806.4681077766,61308.7637295258,61895.7956099624,62010.3397711283,62940.58749865481,63332.7998900687,gdb_hab
"NOR_GDP, PPP (constant 2017 international $)",Norway,NOR,"GDP, PPP (constant 2017 international $)",281086980543.607,287832480102.217,296450909466.19604,297863142307.204,292718985345.082,294773386193.101,297666497064.742,305712642321.525,308873933949.028,314957342911.759,321152958372.42,324594301728.427,332135466131.602,336418513060.854,gdp
NOR_Gross capital formation (% of GDP),Norway,NOR,Gross capital formation (% of GDP),22.6256754441109,24.181694225149197,27.381218318821603,26.1615057401164,24.7383034909476,25.439527003691698,25.9162246484832,26.414709858427,27.8506224228516,27.781555991535896,27.4872652328643,28.104984009802,27.8342541168217,27.341837399387103,FBCF
"NOR_Labor force, total",Norway,NOR,"Labor force, total",2431488.0,2466086.0,2523697.0,2598991.0,2598469.0,2607331.0,2625969.0,2670882.0,2697657.0,2722748.0,2762074.0,2769807.0,2762942.0,2799958.0,labor_force
NOR_Labor tax and contributions (% of commercial profits),Norway,NOR,Labor tax and contributions (% of commercial profits),15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,labor_tax_contrib
NOR_Other taxes payable by businesses (% of commercial profits),Norway,NOR,Other taxes payable by businesses (% of commercial profits),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,other_taxes_entreprise
"NOR_Population, total",Norway,NOR,"Population, total",4623291.0,4660677.0,4709153.0,4768212.0,4828726.0,4889252.0,4953088.0,5018573.0,5079623.0,5137232.0,5188607.0,5234519.0,5276968.0,5311916.0,pop
NOR_Profit tax (% of commercial profits),Norway,NOR,Profit tax (% of commercial profits),25.2,25.2,25.2,24.8,24.8,24.8,24.8,24.8,24.8,24.5,23.6,23.6,21.8,20.8,profit_tax
NOR_Research and development expenditure (% of GDP),Norway,NOR,Research and development expenditure (% of GDP),1.48317,1.4559799999999998,1.5640100000000001,1.55346,1.72279,1.64855,1.62534,1.61858,1.6500400000000002,1.71187,1.93095,2.03074,2.09343,2.06985,RetD
NOR_Total tax and contribution rate (% of profit),Norway,NOR,Total tax and contribution rate (% of profit),41.1,41.1,41.1,40.7,40.7,40.7,40.7,40.7,40.7,40.4,39.5,39.5,37.7,37.0,total_tax_contrib
"NOR_Unemployment, total (% of total labor force) (modeled ILO estimate)",Norway,NOR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",4.38100004196167,3.3989999294281,2.4930000305175803,2.5499999523162797,3.1029999256133998,3.5209999084472696,3.21499991416931,3.12299990653992,3.42300009727478,3.4839999675750697,4.2960000038147,4.67899990081787,4.162000179290771,3.79999995231628,unemployment rate
POL_Exports of goods and services (% of GDP),Poland,POL,Exports of goods and services (% of GDP),34.61157158289,37.8209533854919,38.5162878902711,37.814869812713596,37.142253238825795,39.879212962835005,42.3942230351554,44.2514731046751,46.002608816049296,47.2196834583496,49.0912280857603,51.9248591484674,54.161023401437795,55.2414620408144,exports_rate
"POL_Exports of goods and services, PPP (constant 2017 international $)",Poland,POL,"Exports of goods and services, PPP (constant 2017 international $)",250952857195.93878,291035618043.72925,317315726194.9434,324621547314.31494,327877822960.0133,365206741739.0524,406709751448.9096,430151837287.6175,452208106056.4571,479854428825.6175,520007286969.20844,567303256683.4752,620319036512.9514,666566101251.9681,exports
"POL_Exports of goods and services, PPP (constant 2017 international $) per capita",Poland,POL,"_Exports of goods and services, PPP (constant 2017 international $) per capita",6575.394501385711,7630.465397065316,8324.004846595733,8514.494027891089,8594.077238642196,9599.892734982936,10685.10171946434,11301.000549707784,11887.638698193277,12623.849682883918,13689.297293179688,14940.794227926715,16335.00668345265,17552.876615434416,exports_hab
"POL_Exports of goods and services, PPP (constant 2017 international $) per labor unit",Poland,POL,"_Exports of goods and services, PPP (constant 2017 international $) per labor unit",14316.133433854442,16799.027071160584,18312.455851881066,18482.24639664612,18387.024363250184,20248.81866453369,22467.89653485667,23597.601974236535,24752.652039096287,26095.798831370244,28391.601563591405,30870.29163053546,33633.14712030377,36243.512089667514,exports_labor_unit
"POL_Foreign direct investment, net inflows (% of GDP)",Poland,POL,"Foreign direct investment, net inflows (% of GDP)",3.6064688096271698,6.23088479761668,5.83434426547021,2.73121288516931,3.1894027076766096,3.83361602909505,3.5082255306018,1.47595830340721,0.152586407922639,3.6454995313351,3.1529142829540895,3.87639080927315,2.23396043390532,3.0002804923747,IDE
"POL_GDP per capita, PPP (constant 2017 international $)",Poland,POL,"GDP per capita, PPP (constant 2017 international $)",18997.6767903721,20175.2328115355,21611.648740164,22516.2590009194,23138.2764620714,24072.422753000297,25204.1456464569,25538.134115842204,25841.2272784972,26734.2954427444,27885.4243965236,28773.8753131844,30160.077593768397,31774.8226910898,gdb_hab
"POL_GDP, PPP (constant 2017 international $)",Poland,POL,"GDP, PPP (constant 2017 international $)",725054788670.722,769508941451.937,823848152498.348,858449464250.635,882762337685.1941,915782219873.303,959351822798.228,972062187105.298,983005350554.5791,1016216953781.31,1059267219921.2,1092546548968.77,1145323698769.85,1206640947988.46,gdp
POL_Gross capital formation (% of GDP),Poland,POL,Gross capital formation (% of GDP),19.8880397363028,21.6783504499121,25.1956197347723,24.649124785795603,20.560048104079698,21.5063268742173,22.653299694425996,21.2526225143861,19.252892409414102,20.6556750527686,20.5952211744744,19.698017748446897,19.9113494334957,20.765429130991198,FBCF
"POL_Labor force, total",Poland,POL,"Labor force, total",17529374.0,17324552.0,17327863.0,17563966.0,17832022.0,18035953.0,18101817.0,18228625.0,18269077.0,18388187.0,18315532.0,18376997.0,18443681.0,18391322.0,labor_force
POL_Labor tax and contributions (% of commercial profits),Poland,POL,Labor tax and contributions (% of commercial profits),27.0,27.0,27.3,27.1,23.5,23.7,23.6,23.8,24.4,24.7,24.8,24.9,25.0,25.2,labor_tax_contrib
POL_Other taxes payable by businesses (% of commercial profits),Poland,POL,Other taxes payable by businesses (% of commercial profits),1.3,1.3,1.3,1.3,1.3,1.4,1.4,1.5,0.9,1.0,1.0,1.0,1.0,1.0,other_taxes_entreprise
"POL_Population, total",Poland,POL,"Population, total",38165445.0,38141267.0,38120560.0,38125759.0,38151603.0,38042794.0,38063255.0,38063164.0,38040196.0,38011735.0,37986412.0,37970087.0,37974826.0,37974750.0,pop
POL_Profit tax (% of commercial profits),Poland,POL,Profit tax (% of commercial profits),14.8,14.8,14.8,16.7,17.4,15.5,15.0,15.0,14.7,14.5,14.5,14.5,14.5,14.5,profit_tax
POL_Research and development expenditure (% of GDP),Poland,POL,Research and development expenditure (% of GDP),0.56281,0.55082,0.56189,0.59921,0.66097,0.7207,0.74588,0.8808600000000001,0.8705299999999999,0.93978,1.00325,0.9641,1.03445,1.21228,RetD
POL_Total tax and contribution rate (% of profit),Poland,POL,Total tax and contribution rate (% of profit),43.2,43.2,43.4,45.1,42.2,40.6,40.1,40.3,40.1,40.1,40.3,40.4,40.5,40.7,total_tax_contrib
"POL_Unemployment, total (% of total labor force) (modeled ILO estimate)",Poland,POL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",17.746000289917,13.8409996032715,9.60200023651123,7.118000030517581,8.16699981689453,9.63700008392334,9.63199996948242,10.0880002975464,10.326000213623,8.98999977111816,7.500999927520749,6.16099977493286,4.88700008392334,3.84500002861023,unemployment rate
PRT_Exports of goods and services (% of GDP),Portugal,PRT,Exports of goods and services (% of GDP),27.084167545953697,30.357404441100197,31.1941845713373,31.261079078386803,27.2937427180784,30.0693089249393,34.4548615994609,37.778014821055706,39.6065049729616,40.215968002670294,40.6151154462762,40.210823635828596,42.7242663980773,43.4457190264876,exports_rate
"PRT_Exports of goods and services, PPP (constant 2017 international $)",Portugal,PRT,"Exports of goods and services, PPP (constant 2017 international $)",88515661913.17613,100825404000.18016,106201515529.89384,106769033043.20898,90308628398.75267,101221133642.77693,114016766803.0985,119941454034.49133,124586533601.67387,127505815070.21713,131078964242.65334,132394945862.01181,145602899639.63193,152280343759.06226,exports
"PRT_Exports of goods and services, PPP (constant 2017 international $) per capita",Portugal,PRT,"_Exports of goods and services, PPP (constant 2017 international $) per capita",8427.390352695396,9582.079867057446,10073.212384097475,10112.449624893481,8545.279874585887,9573.45845993861,10799.537658616053,11406.869567869131,11913.839439517951,12258.922701375795,12654.759845617404,12822.19372691983,14135.792126407185,14807.757637098566,exports_hab
"PRT_Exports of goods and services, PPP (constant 2017 international $) per labor unit",Portugal,PRT,"_Exports of goods and services, PPP (constant 2017 international $) per labor unit",16075.833618441427,18226.225920089488,19123.410417084964,19247.07907439567,16442.62380244822,18438.799091072644,20994.54329001639,22260.93569304768,23521.392073505285,24329.683869776894,25128.28104993899,25442.096528387912,27741.019050542887,28909.168077171104,exports_labor_unit
"PRT_Foreign direct investment, net inflows (% of GDP)",Portugal,PRT,"Foreign direct investment, net inflows (% of GDP)",1.70804917151351,6.42170578549772,2.5041102075137203,2.9804578068477796,2.2920770351112,3.76949777202442,4.0119232671190606,9.89489043896364,6.95553973472436,5.2465198444008605,0.6371930252112099,3.56534591818943,4.817460782453139,3.22544619366,IDE
"PRT_GDP per capita, PPP (constant 2017 international $)",Portugal,PRT,"GDP per capita, PPP (constant 2017 international $)",31115.559813299198,31564.2264003456,32291.9560889988,32348.370315486,31308.567545504902,31837.973010408798,31344.0169464649,30194.4652780206,30080.511894829502,30482.7244256854,31157.7591410679,31887.4187781994,33086.0967739012,34083.3526729543,gdb_hab
"PRT_GDP, PPP (constant 2017 international $)",Portugal,PRT,"GDP, PPP (constant 2017 international $)",326816992853.82,332127880681.64,340452930535.895,341539819452.447,330876675037.079,336626072436.353,330916339553.32,317490092061.803,314560786635.241,317052706680.468,322734437172.87604,329252011998.19604,340796722600.214,350507132051.886,gdp
PRT_Gross capital formation (% of GDP),Portugal,PRT,Gross capital formation (% of GDP),23.358613928148497,22.9256733300806,23.0998862393828,23.5794931626439,20.842507478361302,21.126001018012396,18.5977428208817,15.701947565832802,14.6321191842429,15.3166181240249,15.855321980067101,15.832524491110101,17.226724993940998,18.2904716351251,FBCF
"PRT_Labor force, total",Portugal,PRT,"Labor force, total",5506132.0,5531886.0,5553482.0,5547285.0,5492349.0,5489573.0,5430781.0,5387979.0,5296733.0,5240751.0,5216392.0,5203775.0,5248650.0,5267545.0,labor_force
PRT_Labor tax and contributions (% of commercial profits),Portugal,PRT,Labor tax and contributions (% of commercial profits),26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.7,26.7,26.8,26.8,26.8,26.8,26.8,labor_tax_contrib
PRT_Other taxes payable by businesses (% of commercial profits),Portugal,PRT,Other taxes payable by businesses (% of commercial profits),1.7,1.7,1.2,1.3,1.1,0.7,0.7,0.7,0.5,0.5,0.5,0.5,0.5,0.5,other_taxes_entreprise
"PRT_Population, total",Portugal,PRT,"Population, total",10503330.0,10522288.0,10542964.0,10558177.0,10568247.0,10573100.0,10557560.0,10514844.0,10457295.0,10401062.0,10358076.0,10325452.0,10300300.0,10283822.0,pop
PRT_Profit tax (% of commercial profits),Portugal,PRT,Profit tax (% of commercial profits),15.3,15.3,14.9,14.4,14.4,15.1,15.2,14.5,15.0,15.0,13.5,12.5,12.5,12.5,profit_tax
PRT_Research and development expenditure (% of GDP),Portugal,PRT,Research and development expenditure (% of GDP),0.75707,0.95455,1.12427,1.4452,1.5797299999999999,1.53257,1.4568299999999998,1.3777700000000002,1.32641,1.2897299999999998,1.24263,1.28081,1.32833,1.36552,RetD
PRT_Total tax and contribution rate (% of profit),Portugal,PRT,Total tax and contribution rate (% of profit),43.8,43.8,42.9,42.5,42.3,42.6,42.6,41.9,42.2,42.3,40.9,39.8,39.8,39.8,total_tax_contrib
"PRT_Unemployment, total (% of total labor force) (modeled ILO estimate)",Portugal,PRT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",7.5819997787475595,7.64699983596802,7.96400022506714,7.55200004577637,9.432000160217289,10.770000457763699,12.677000045776401,15.527000427246099,16.1830005645752,13.894000053405799,12.444000244140598,11.065999984741199,8.86699962615967,6.993000030517581,unemployment rate
ROU_Exports of goods and services (% of GDP),Romania,ROU,Exports of goods and services (% of GDP),24.5352206061523,24.7712264990404,24.710829049515,26.1553446185183,26.0236122287219,32.3822714419377,37.0550979718903,37.5318245668167,40.034061569736295,41.427233737178504,41.3851279458834,41.7762791321969,42.0246190766547,41.8616969020051,exports_rate
"ROU_Exports of goods and services, PPP (constant 2017 international $)",Romania,ROU,"Exports of goods and services, PPP (constant 2017 international $)",87878871781.66971,95847681545.46422,102530516615.05621,118624967677.95663,111515465353.7572,133349880725.80574,155501052236.6918,160715707597.7345,177895164740.96362,190729007826.02972,196162942170.10886,207329708409.9025,223827785812.008,232936444413.52042,exports
"ROU_Exports of goods and services, PPP (constant 2017 international $) per capita",Romania,ROU,"_Exports of goods and services, PPP (constant 2017 international $) per capita",4121.959202571225,4522.448189724911,4909.764161797209,5775.912438748246,5475.170567373246,6586.196984502234,7718.120666549852,8012.535006431812,8902.016496198357,9580.04967638118,9899.411765453511,10523.139718383803,11427.195176668543,11962.300994221372,exports_hab
"ROU_Exports of goods and services, PPP (constant 2017 international $) per labor unit",Romania,ROU,"_Exports of goods and services, PPP (constant 2017 international $) per labor unit",9150.507135120375,9828.140430396237,10711.97069649359,12691.010341419738,12089.394621470368,14232.589074720332,16940.767767470505,17418.110918758848,19369.55921251876,20708.366832394873,21521.535493994867,23159.534195899854,24573.587640076545,25724.956373094694,exports_labor_unit
"ROU_Foreign direct investment, net inflows (% of GDP)",Romania,ROU,"Foreign direct investment, net inflows (% of GDP)",6.60077823288976,9.02011511487348,5.78690882845609,6.377487195169361,2.6637486670026402,1.9323853714968202,1.29282679699055,1.7860083402412799,2.02033134174647,1.93499169467926,2.4293876347400896,3.3232738167013802,2.81201621442387,3.0413480951196004,IDE
"ROU_GDP per capita, PPP (constant 2017 international $)",Romania,ROU,"GDP per capita, PPP (constant 2017 international $)",16800.1717560983,18256.860191804,19868.8767259048,22083.1058546208,21039.2412830774,20338.8974621853,20828.7687497271,21348.6423825928,22236.106323341002,23125.0045251843,23920.2154416396,25189.269932548,27191.668664086803,28575.767060337203,gdb_hab
"ROU_GDP, PPP (constant 2017 international $)",Romania,ROU,"GDP, PPP (constant 2017 international $)",358174369785.914,386931513258.64795,414921395027.289,453540067653.969,428516473322.943,411799033199.094,419648201590.65204,428211816112.53,444359522281.005,460395229466.798,473993803828.801,496285721746.133,532611099707.38,556442909991.934,gdp
ROU_Gross capital formation (% of GDP),Romania,ROU,Gross capital formation (% of GDP),22.930685462238102,27.4669698502695,31.3370187913254,33.0931733534679,27.196237142452397,27.1292462174642,28.126183708097102,27.042318922080103,25.4660315058496,24.769648198256,25.1340476077771,23.4107660225037,23.4266240056921,22.7769579244501,FBCF
"ROU_Labor force, total",Romania,ROU,"Labor force, total",9603716.0,9752372.0,9571583.0,9347165.0,9224239.0,9369334.0,9179103.0,9226931.0,9184265.0,9210239.0,9114728.0,8952240.0,9108470.0,9054882.0,labor_force
ROU_Labor tax and contributions (% of commercial profits),Romania,ROU,Labor tax and contributions (% of commercial profits),37.5,37.5,34.4,34.2,34.2,32.3,31.8,31.5,31.5,31.5,30.0,25.8,25.8,25.8,labor_tax_contrib
ROU_Other taxes payable by businesses (% of commercial profits),Romania,ROU,Other taxes payable by businesses (% of commercial profits),1.0,1.0,1.0,1.0,1.1,1.1,1.1,1.2,1.0,1.0,1.0,1.9,1.9,1.9,other_taxes_entreprise
"ROU_Population, total",Romania,ROU,"Population, total",21319685.0,21193760.0,20882982.0,20537875.0,20367487.0,20246871.0,20147528.0,20058035.0,19983693.0,19908979.0,19815616.0,19702267.0,19587290.0,19472545.0,pop
ROU_Profit tax (% of commercial profits),Romania,ROU,Profit tax (% of commercial profits),17.2,9.7,10.2,10.2,10.2,10.5,10.6,10.7,10.7,10.7,10.9,12.3,12.3,12.3,profit_tax
ROU_Research and development expenditure (% of GDP),Romania,ROU,Research and development expenditure (% of GDP),0.41262,0.45682,0.51148,0.55215,0.44395,0.45688,0.49832,0.48383000000000004,0.38787,0.38225,0.48793000000000003,0.48033000000000003,0.5039,0.5051,RetD
ROU_Total tax and contribution rate (% of profit),Romania,ROU,Total tax and contribution rate (% of profit),55.8,48.2,45.6,45.4,45.5,44.0,43.5,43.3,43.2,43.2,42.0,40.0,40.0,40.0,total_tax_contrib
"ROU_Unemployment, total (% of total labor force) (modeled ILO estimate)",Romania,ROU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",7.1739997863769505,7.269000053405759,6.41300010681152,5.787000179290769,6.85900020599365,6.95900011062622,7.17700004577637,6.794000148773191,7.09600019454956,6.80200004577637,6.8119997978210405,5.90100002288818,4.92700004577637,4.1869997978210405,unemployment rate
SVK_Exports of goods and services (% of GDP),Slovak Republic,SVK,Exports of goods and services (% of GDP),72.30189346425149,81.2398533216646,83.3808614210341,80.14799534874591,68.0361180943086,77.2084774457779,84.90753509010209,90.92210186135179,93.4972605723115,91.50158505072241,92.0120877704125,93.712186618535,95.15827408282841,96.21715450667361,exports_rate
"SVK_Exports of goods and services, PPP (constant 2017 international $)",Slovak Republic,SVK,"Exports of goods and services, PPP (constant 2017 international $)",80093131916.06557,97637615664.1118,111065632843.85423,112711078356.43608,90458542019.63028,108680871264.07475,122921232384.8252,134125217356.05412,138843316433.732,139469126048.51093,147000012009.31143,152909154893.5546,159993981283.50317,167871003832.84836,exports
"SVK_Exports of goods and services, PPP (constant 2017 international $) per capita",Slovak Republic,SVK,"_Exports of goods and services, PPP (constant 2017 international $) per capita",14907.129907339975,18171.716804653704,20664.826818305406,20953.00173025338,16793.858840130186,20158.08636674268,22770.00531729962,24803.19147552983,25648.11319513141,25738.726765382096,27102.766493334,28155.92752548605,29414.811003373852,30820.279360532757,exports_hab
"SVK_Exports of goods and services, PPP (constant 2017 international $) per labor unit",Slovak Republic,SVK,"_Exports of goods and services, PPP (constant 2017 international $) per labor unit",30088.23329586654,36793.816070182715,41908.64968011815,42027.48646506247,33851.495600705435,40500.89503878252,45760.50667557094,49475.48412344122,51071.64257536032,51193.109771867115,53651.30378472012,55324.293434045234,57926.43836159882,60950.91272705263,exports_labor_unit
"SVK_Foreign direct investment, net inflows (% of GDP)",Slovak Republic,SVK,"Foreign direct investment, net inflows (% of GDP)",6.24908696725425,8.06334335060879,5.85077572963109,4.6192038204202195,1.7081940833132199,2.34283703963334,5.47966001204583,1.87927349903023,1.01559474511189,-0.35864166629434496,1.71858250377273,5.29012428537058,4.424951483066151,2.12943208469739,IDE
"SVK_GDP per capita, PPP (constant 2017 international $)",Slovak Republic,SVK,"GDP per capita, PPP (constant 2017 international $)",20617.896977636698,22367.9832762669,24783.657144003,26142.8893375077,24683.7405050819,26108.6438090938,26817.4141354317,27279.6063528673,27431.9408270737,28129.2687455788,29455.6586531983,30045.107836505496,30911.4591315205,32032.0004458198,gdb_hab
"SVK_GDP, PPP (constant 2017 international $)",Slovak Republic,SVK,"GDP, PPP (constant 2017 international $)",110775981206.725,120184382014.479,133202788926.616,140628693039.669,132956647959.01599,140762873274.375,144770699390.088,147516626442.03198,148499876449.695,152422633958.962,159761630858.876,163168911548.278,168134597674.859,174470971100.278,gdp
SVK_Gross capital formation (% of GDP),Slovak Republic,SVK,Gross capital formation (% of GDP),29.6680142703481,28.4714749494002,28.2055455194968,28.414062208642395,20.502923145064198,23.8403319660873,25.21218398685,20.6474505956961,20.8981339407632,21.743272196115303,24.252964525781397,23.046390542388398,22.9321336294241,23.198686793637,FBCF
"SVK_Labor force, total",Slovak Republic,SVK,"Labor force, total",2661942.0,2653642.0,2650184.0,2681842.0,2672217.0,2683419.0,2686186.0,2710943.0,2718599.0,2724373.0,2739915.0,2763870.0,2762020.0,2754200.0,labor_force
SVK_Labor tax and contributions (% of commercial profits),Slovak Republic,SVK,Labor tax and contributions (% of commercial profits),39.7,39.7,39.7,39.5,39.6,39.6,39.6,39.6,39.5,39.7,39.7,39.7,39.7,39.7,labor_tax_contrib
SVK_Other taxes payable by businesses (% of commercial profits),Slovak Republic,SVK,Other taxes payable by businesses (% of commercial profits),2.2,0.4,0.4,0.4,0.4,1.2,0.4,1.7,1.3,1.3,1.3,0.9,0.9,0.9,other_taxes_entreprise
