"country","temps","index","VA","Emploi","W","Productivite","LAB","chomage","pop","export","VA_pop","Part_lab","var","value","rate2010 in NAT/US$","Invest_pop","Emploi_scale"
"430","SVK",2014,22,68907.4,2223.15,8.71519567273664,108.840212433657,35216.5304601908,13.1840000152588,5418649,25738.7267653821,0.00311124731004621,0.511070370674133,"Iq_GFCF",15609.3955078125,0.754309,0.00288068031492951,-0.406932477408281
"431","GBR",2014,23,1645955,30752.41,19.4403249903552,99.623768112599,1070396.66004211,6.1100001335144,64602298,12588.2687232955,0.000609393205043793,0.650319516658783,"Iq_GFCF",284777.1875,0.647179,0.00440815878562091,0.553551523383391
"432","USA",2014,24,17295848,151413.28125,35.270316173451,100.919815063477,9692307,6.16800022125244,318301008,7749.96523568883,0.000170712700321896,0.560383451565948,"Iq_GFCF",3180980.25,1,0.00999362292311685,4.61579626289675
"433","AUT",2015,1,307026.9,4285.54,26.1854854252171,104.896705382542,198473.764475137,5.72300004959106,8642699,28198.8056291263,0.00544914496882538,0.646437704563141,"Iq_GFCF",71149.984375,0.754309,0.00823238022925477,-0.33749875923989
"434","BGR",2015,2,76550.2,3446.21,7.8704043339113,111.314278416666,49342.7649231672,9.14299964904785,7177991,12541.25147441,0.0010056451600072,0.644580483436584,"Iq_GFCF",17203.17578125,1.477392,0.00239665608124195,-0.365756170626813
"435","CYP",2015,3,15587.2,368.15,14.322857129561,105.295104773325,9390.06289176941,14.9079999923706,1160985,17582.3510253026,0.0153308276411588,0.602421402931213,"Iq_GFCF",2315.16088867188,0.754309,0.00199413505658719,-0.469384073470308
"436","CZE",2015,4,4135579,5181.91,226.98914160733,108.992937154517,2187494.69268394,5.0460000038147,10546059,29248.4038313382,0.0019469838718374,0.528945207595825,"Iq_GFCF",1163662.125,19.09825,0.110340945845268,-0.307321003357346
"437","DEU",2015,5,2745337,43071,28.0577824409269,104.989570495858,1801654.73326772,4.62400007247925,81686611,24105.5696752558,0.000545437027086382,0.656259953975677,"Iq_GFCF",576145.6875,0.754309,0.00705312266535332,0.968276917849012
"438","DNK",2015,6,1767126,2829,270.808441523849,106.140369541296,1143999.07076097,6.16800022125244,5683483,29396.9799368874,0.00972718739261607,0.647378325462341,"Iq_GFCF",381814.21875,5.624075,0.0671796183343911,-0.386535550468023
"439","EST",2015,7,17914.7,617.75,8.09444591286136,110.700580942666,10868.489765805,6.18699979782104,1315407,24001.0511100782,0.013720670007641,0.606679975986481,"Iq_GFCF",4324.66259765625,0.754595,0.0032876992426346,-0.460980882970533
"440","GRC",2015,8,156613.4,4064.04,11.9507457080172,95.2338516510709,93549.178060925,24.8969993591309,10820883,8851.13419883796,0.00177318572312409,0.597325503826141,"Iq_GFCF",21229.333984375,0.754309,0.00196188554893117,-0.344955917475868
"441","ESP",2015,9,980992,18550,19.4733716321895,105.724210454414,613162.158081055,22.056999206543,46444832,12583.3075616091,0.00060289458560479,0.625042974948883,"Iq_GFCF",228327.952835719,0.754309,0.00491611107207189,0.142737517829083
"442","FIN",2015,10,181166,2504.1,26.5117669701612,99.8993843970599,121721.759318471,9.37600040435791,5479531,15923.8529547425,0.00799909085361241,0.671879708766937,"Iq_GFCF",38976.33984375,0.754309,0.00711307953979091,-0.397473838101744
"443","FRA",2015,11,1967466,27391,31.5430162106744,104.830804677538,1361216.92993104,10.3590002059937,66548272,13324.126975782,0.000588958074783015,0.691863000392914,"Iq_GFCF",452317.9375,0.754309,0.0067968397060708,0.440384181324707
"444","IRL",2015,12,245582.6,2006.82,25.3256438468438,135.190910855258,97975.5687613606,9.9060001373291,4701957,86892.0656400675,0.0147262102659543,0.398951590061188,"Iq_GFCF",58823.19921875,0.754309,0.0125103651987353,-0.414215579174372
"445","ITA",2015,13,1485251.4,24497.9,21.5705468821504,102.200327043586,956033.75695256,11.8959999084473,60730582,12018.5719110197,0.000533870341282228,0.643684804439545,"Iq_GFCF",265174.59375,0.754309,0.00436640955869647,0.342983258107968
"446","LTU",2015,14,33716.4,1334.73,6.49286838687777,113.93417607655,17905.5513021469,9.11999988555908,2904910,21188.5170116374,0.00529318991374534,0.531063556671143,"Iq_GFCF",6700.30419921875,0.754846,0.00230654450541282,-0.436842583593416
"447","LUX",2015,15,46644.6,406.12,38.1231373000006,100.51054444327,26695.4393493533,6.66900014877319,569604,245422.011749857,0.190592594804333,0.572315752506256,"Iq_GFCF",8528.5283203125,0.754309,0.0149727324954047,-0.468105751582181
"448","LVA",2015,16,21361.6,889,6.46453034417957,112.442602163822,12571.1021885872,9.8730001449585,1977527,16054.8868517791,0.00723699369390164,0.588490664958954,"Iq_GFCF",4617.2353515625,0.754798,0.00233485325437402,-0.451848809961463
"449","NLD",2015,17,620835,8808,32.2005284507101,103.742202908504,418197.390557528,6.87200021743774,16939923,43993.9105131117,0.00286816438840966,0.673604726791382,"Iq_GFCF",153291.8125,0.754309,0.00904914458584021,-0.185242778039526
"450","PRT",2015,18,156838.9,4575.82,10.60510560102,103.992396172043,92996.9879448295,12.4440002441406,10358076,12654.7598456174,0.00193796670625675,0.59294593334198,"Iq_GFCF",27703.67578125,0.754309,0.00267459668969894,-0.32772601028847
"451","ROU",2015,19,626481.6,8525.7,17.3711477029186,129.325612662741,304120.171328259,6.81199979782104,19815616,9899.41176545351,0.000502056897371784,0.485441505908966,"Iq_GFCF",158034.671875,3.1779,0.00797525910246747,-0.19474686729468
"452","SWE",2015,20,3721440,4807,249.298061988199,105.997001254237,2077200.89950562,7.43200016021729,9799186,22629.3896409673,0.00537706048576741,0.558171272277832,"Iq_GFCF",938791.0625,7.207524,0.0958029638890414,-0.319942959087597
"453","SVN",2015,21,33604.9,942.56,14.7193843422525,104.697296821195,24180.9470622778,8.96199989318848,2063531,26197.2555372277,0.0104624000650019,0.719566106796265,"Iq_GFCF",6865.27685546875,0.754309,0.00332695600670344,-0.450045625333387
"454","SVK",2015,22,71446.2,2267.1,9.0562428721606,111.218215075331,37131.6498518944,11.4809999465942,5423801,27102.766493334,0.00321975148230462,0.519714832305908,"Iq_GFCF",19224.787109375,0.754309,0.00354452294790591,-0.405452829081097
"455","GBR",2015,23,1692039,31281.15,19.7852952318857,101.487457239569,1099326.69053042,5.30100011825562,65116219,12401.5903467289,0.000616605795060747,0.649705290794373,"Iq_GFCF",294361.4375,0.647179,0.00452055481753325,0.571352416591928
"456","USA",2015,24,17986526,154400.75,35.8948985124614,101.891448974609,10163922,5.28000020980835,320635163,7274.44674965676,0.000174954449980952,0.565085331097289,"Iq_GFCF",3295078.5,1,0.0102767222071648,4.71637426377164
"457","AUT",2016,1,317593,4341,26.2244084479154,104.816437712917,205766.720613956,6.01399993896484,8736668,28084.6295084738,0.00551607251898061,0.647894382476807,"Iq_GFCF",74232.3515625,0.754309,0.00849664329267176,-0.335631608017464
"458","BGR",2016,2,81217.6,3463.35,8.1255722810593,114.61883842442,52490.3021644592,7.57499980926514,7127822,13127.4791010079,0.00108203352630598,0.646292209625244,"Iq_GFCF",16060.9375,1.477392,0.00225327421195423,-0.365179124612525
"459","CYP",2016,3,16199.7,384.96,14.2342209819135,105.432390829459,9686.02324733734,12.9499998092651,1170187,18683.041462842,0.0156836500863886,0.59791374206543,"Iq_GFCF",3283.3720703125,0.754309,0.00280585245803662,-0.46881813744346
"460","CZE",2016,4,4285836,5264.3,229.931589068987,108.469507675288,2307440.17712545,3.95099997520447,10566332,29393.5737422444,0.00200998802388865,0.538387417793274,"Iq_GFCF",1127485.75,19.09825,0.106705501019654,-0.304547209826591
"461","DEU",2016,5,2847740,43642,28.3772189646303,106.461036538126,1864009.81914759,4.12200021743774,82348669,24003.4786806908,0.000556721351567963,0.654557585716248,"Iq_GFCF",596006.0625,0.754309,0.00723759193363526,0.987500562782391
"462","DNK",2016,6,1821807,2871,270.688776215492,106.615873869458,1173619.41173726,6.18100023269653,5728010,29032.661750643,0.00987287703225863,0.64420622587204,"Iq_GFCF",410702.25,5.624075,0.0717006866258963,-0.385121552066618
"463","EST",2016,7,18702.4,629.63,8.37995453482103,112.106247812262,11599.2960748672,6.76200008392334,1315790,24594.5429302053,0.0143156230799306,0.620203614234924,"Iq_GFCF",4450.19287109375,0.754595,0.00338214522917316,-0.460580923422708
"464","GRC",2016,8,154044.4,4083.03,11.8397650295177,93.871283454932,92483.3685967445,23.5389995574951,10775971,8452.27917352744,0.00175866774136165,0.60036826133728,"Iq_GFCF",22237.634765625,0.754309,0.00206363164541042,-0.344316588198662
"465","ESP",2016,9,1014839,19025.6,19.3339264706333,106.055569085879,627808.088275194,19.6350002288818,46484062,13051.486508985,0.00062264386837045,0.618628263473511,"Iq_GFCF",234893.923937382,0.754309,0.00505321423797648,0.158749366393557
"466","FIN",2016,10,185949,2515.5,26.6917318265968,102.007221669324,123184.289793313,8.81799983978271,5495303,16049.5352950727,0.00816321566893216,0.662462770938873,"Iq_GFCF",42320.71484375,0.754309,0.0077012522955968,-0.397090038535648
"467","FRA",2016,11,1991276,27587,31.5984024584512,104.787032235395,1380685.78717852,10.0570001602173,66724104,13283.0491639668,0.000592948082127971,0.6933673620224,"Iq_GFCF",465119.59375,0.754309,0.00697078815400803,0.446982840531261
"468","IRL",2016,12,255215,2081.41,26.3652406284606,138.521385651111,103449.483452886,8.37399959564209,4755335,88236.8710305292,0.014962173006328,0.405342489480972,"Iq_GFCF",89084.9453125,0.754309,0.0187336844433673,-0.411704385346735
"469","ITA",2016,13,1517530.6,24825.5,21.3055428223583,101.78260860229,968770.487395835,11.6879997253418,60627498,12035.4634691535,0.000547329524262032,0.638386130332947,"Iq_GFCF",274445.375,0.754309,0.00452674749995456,0.354012445638922
"470","LTU",2016,14,34957.9,1361.21,6.73504163275315,112.799454952256,19451.025665766,7.86199998855591,2868231,21619.2741317431,0.00562935616398501,0.556412875652313,"Iq_GFCF",6718.4951171875,0.754846,0.00234238285451468,-0.435951091267959
"471","LUX",2016,15,48283.6,418.36,38.1369733654499,100.034745928943,27774.9754076958,6.29099988937378,582014,241909.698215174,0.188965922052647,0.575246572494507,"Iq_GFCF",9415.4921875,0.754309,0.0161774324801465,-0.467693672048058
"472","LVA",2016,16,21832.4,886.3,6.88545343676574,114.363397997977,13454.899220562,9.64299964904785,1959537,16402.8592908168,0.0075329277560857,0.616281270980835,"Iq_GFCF",4231.1865234375,0.754798,0.00215927870891823,-0.451939709858697
"473","NLD",2016,17,634824,8905,32.3869929890942,103.751104081249,430059.779017925,6.00600004196167,17030314,43029.5304127347,0.00290174160625236,0.677447259426117,"Iq_GFCF",142125.53125,0.754309,0.00834544396832613,-0.181977115064854
"474","PRT",2016,18,162226.1,4649.82,10.5997993033437,103.802275667985,96319.2715011597,11.0659999847412,10325452,12822.1937269198,0.00201722013238972,0.593734741210938,"Iq_GFCF",28350.80078125,0.754309,0.00274572006932481,-0.32523467977171
"475","ROU",2016,19,686372.9,8429.6,19.0283309293384,135.484502609964,348388.776220858,5.90100002288818,19702267,10523.1397183838,0.000556400485824289,0.507579445838928,"Iq_GFCF",157709.40625,3.1779,0.00800463247452692,-0.197982230303608
"476","SWE",2016,20,3876376,4897,249.403322984171,105.926584146275,2166034.27499485,6.98999977111816,9923085,22249.1533704874,0.0054619330929963,0.558778166770935,"Iq_GFCF",977841.1875,7.207524,0.0985420549657692,-0.316912962513159
"477","SVN",2016,21,34947,959.5,15.4205862672393,108.2697843243,25475.3413617611,8,2065042,27171.041495159,0.0108643270927226,0.728970766067505,"Iq_GFCF",6613.6982421875,0.754309,0.0032026942997709,-0.44947531264482
"478","SVK",2016,22,73436.2,2321.05,9.36998588057065,113.130756712841,38820.5228422523,9.67000007629395,5430798,28155.9275254861,0.00330090942456395,0.528629243373871,"Iq_GFCF",18820.845703125,0.754309,0.00346557645913639,-0.403636514467864
"479","GBR",2016,23,1756045,31725.39,19.8055965280305,101.025753167815,1147301.94487631,4.81300020217896,65611593,12901.4344038471,0.000630303994973132,0.6533442735672,"Iq_GFCF",301082.96875,0.647179,0.00458886844509323,0.586308479683354
"480","USA",2016,24,18461116,157018.921875,35.9545330808995,102.084609985352,10440484,4.86899995803833,322941311,7026.43776200319,0.000177015274631554,0.565539158087734,"Iq_GFCF",3329750.75,1,0.0103106993022642,4.80451928391097
